index,valorFusivel,tipoCurto,I_A_Isolador,Tempo_A_Isolador,I_B_Isolador,Tempo_B_Isolador,I_C_Isolador,Tempo_C_Isolador,I_A1_Isolador,Tempo_A1_Isolador,I_B1_Isolador,Tempo_B1_Isolador,I_A_Consumidor,Tempo_A_Consumidor,I_B_Consumidor,Tempo_B_Consumidor
23,5,3,20.8032,2.12199,20.8032,2.12199,20.8032,2.12199,20.8375,2.11472,20.7519,2.13293,20.8368,2.11487,20.7514,Inf
24,5,4,20.8036,2.12191,20.8036,2.12191,20.8036,2.12191,20.8373,2.11475,20.7524,Inf,20.8369,Inf,20.7508,Inf
25,5,5,20.8034,2.12195,20.8034,2.12195,20.8034,2.12195,20.8374,2.11473,20.752,Inf,20.8369,2.11485,20.7514,Inf
26,6,1,21.7136,1.941,21.7136,1.941,21.7136,1.941,21.7498,1.9343,21.6603,1.95096,21.7486,Inf,21.659,Inf
27,6,2,21.7138,1.94097,21.7138,1.94097,21.7138,1.94097,21.75,1.93426,21.6601,Inf,21.7483,Inf,21.6594,Inf
28,6,3,21.7133,1.94107,21.7133,1.94107,21.7133,1.94107,21.7496,1.93433,21.6599,1.95102,21.7489,1.93447,21.6594,Inf
29,6,4,21.7136,1.941,21.7136,1.941,21.7136,1.941,21.7495,1.93436,21.6605,1.95092,21.749,Inf,21.6588,Inf
30,6,5,21.7135,1.94104,21.7135,1.94104,21.7135,1.94104,21.7496,1.93434,21.6601,Inf,21.749,1.93445,21.6595,Inf
31,7,1,31.5213,Inf,31.5213,Inf,31.5213,Inf,31.5796,Inf,31.4475,Inf,31.5786,Inf,31.4464,Inf
32,7,2,31.5215,Inf,31.5215,Inf,31.5215,Inf,31.5799,Inf,31.4474,Inf,31.5783,Inf,31.4467,Inf
33,7,3,31.5211,Inf,31.5211,Inf,31.5211,Inf,31.5795,Inf,31.4472,Inf,31.5789,Inf,31.4468,Inf
34,7,4,31.5213,Inf,31.5213,Inf,31.5213,Inf,31.5794,Inf,31.4476,Inf,31.5789,Inf,31.4462,Inf
35,7,5,31.5212,Inf,31.5212,Inf,31.5212,Inf,31.5795,Inf,31.4473,Inf,31.579,Inf,31.4468,Inf
36,8,1,38.938,0.554832,38.938,0.554832,38.938,0.554832,39.0148,0.552059,38.8516,0.557979,39.0138,0.552096,38.8506,0.558016
37,8,2,38.9382,0.554826,38.9382,0.554826,38.9382,0.554826,39.015,0.552052,38.8516,0.557981,39.0136,0.552104,38.8509,0.558003
38,8,3,38.9378,0.55484,38.9378,0.55484,38.9378,0.55484,39.0147,0.552061,38.8514,0.557986,39.0141,0.552084,38.851,0.558003
39,8,4,38.938,0.554832,38.938,0.554832,38.938,0.554832,39.0146,0.552067,38.8518,0.557973,39.0142,0.552082,38.8504,0.558023
40,8,5,38.938,0.554834,38.938,0.554834,38.938,0.554834,39.0147,0.552062,38.8515,0.557982,39.0142,0.552081,38.851,0.558
41,9,1,42.214,0.452931,42.214,0.452931,42.214,0.452931,42.2993,0.450672,42.1231,0.455363,42.2983,0.450698,42.1221,0.455389
42,9,2,42.2142,0.452927,42.2142,0.452927,42.2142,0.452927,42.2994,0.450667,42.123,0.455364,42.298,0.450704,42.1224,0.45538
43,9,3,42.2138,0.452937,42.2138,0.452937,42.2138,0.452937,42.2992,0.450674,42.1229,0.455367,42.2986,0.450689,42.1225,0.455379
44,9,4,42.214,0.452931,42.214,0.452931,42.214,0.452931,42.299,0.450678,42.1232,0.455358,42.2986,0.450688,42.1219,0.455394
45,9,5,42.214,0.452932,42.214,0.452932,42.214,0.452932,42.2992,0.450674,42.123,0.455364,42.2987,0.450687,42.1225,0.455377
46,10,1,50.623,0.220425,50.623,0.220425,50.623,0.220425,50.7302,0.219879,50.5237,0.220933,50.7293,0.219883,50.5228,0.220937
47,10,2,50.6232,0.220424,50.6232,0.220424,50.6232,0.220424,50.7304,0.219878,50.5237,0.220933,50.7291,0.219884,50.5232,0.220936
48,10,3,50.6229,0.220426,50.6229,0.220426,50.6229,0.220426,50.7302,0.219879,50.5236,0.220933,50.7296,0.219881,50.5232,0.220936
49,10,4,50.623,0.220425,50.623,0.220425,50.623,0.220425,50.73,0.219879,50.5239,0.220932,50.7297,0.219881,50.5226,0.220938
50,10,5,50.623,0.220425,50.623,0.220425,50.623,0.220425,50.7302,0.219879,50.5237,0.220933,50.7297,0.219881,50.5233,0.220935
51,11,1,59.2738,0.40365,59.2738,0.40365,59.2738,0.40365,59.4033,0.402202,59.1718,0.4048,59.4025,0.402211,59.171,0.404809
52,11,2,59.2739,0.403649,59.2739,0.403649,59.2739,0.403649,59.4034,0.4022,59.1718,0.4048,59.4023,0.402213,59.1713,0.404805
53,11,3,59.2737,0.403651,59.2737,0.403651,59.2737,0.403651,59.4033,0.402202,59.1717,0.404801,59.4028,0.402207,59.1713,0.404806
54,11,4,59.2738,0.40365,59.2738,0.40365,59.2738,0.40365,59.4032,0.402203,59.1719,0.404799,59.4028,0.402207,59.1709,0.404811
55,11,5,59.2738,0.40365,59.2738,0.40365,59.2738,0.40365,59.4033,0.402202,59.1718,0.4048,59.4029,0.402207,59.1714,0.404804
56,12,1,62.778,0.36857,62.778,0.36857,62.778,0.36857,62.9161,0.367341,62.6769,0.369475,62.9154,0.367348,62.6761,0.369482
57,12,2,62.7781,0.368568,62.7781,0.368568,62.7781,0.368568,62.9163,0.36734,62.6769,0.369475,62.9152,0.367349,62.6764,0.369479
58,12,3,62.7779,0.36857,62.7779,0.36857,62.7779,0.36857,62.9161,0.367341,62.6768,0.369476,62.9157,0.367345,62.6764,0.369479
59,12,4,62.778,0.36857,62.778,0.36857,62.778,0.36857,62.916,0.367342,62.677,0.369474,62.9157,0.367345,62.676,0.369483
60,12,5,62.778,0.368569,62.778,0.368569,62.778,0.368569,62.9161,0.367341,62.6769,0.369475,62.9157,0.367344,62.6765,0.369478
61,13,1,65.8552,0.562527,65.8552,0.562527,65.8552,0.562527,66.0008,0.559846,65.756,0.564373,66,0.55986,65.7552,0.564387
62,13,2,65.8554,0.562525,65.8554,0.562525,65.8554,0.562525,66.0009,0.559845,65.756,0.564373,65.9999,0.559864,65.7555,0.564381
63,13,3,65.8552,0.562529,65.8552,0.562529,65.8552,0.562529,66.0008,0.559847,65.7559,0.564374,66.0003,0.559855,65.7555,0.564382
64,13,4,65.8552,0.562527,65.8552,0.562527,65.8552,0.562527,66.0007,0.559849,65.756,0.564372,66.0004,0.559854,65.7551,0.56439
65,13,5,65.8553,0.562527,65.8553,0.562527,65.8553,0.562527,66.0008,0.559847,65.756,0.564373,66.0004,0.559854,65.7556,0.56438
66,14,1,70.9908,0.843915,70.9908,0.843915,70.9908,0.843915,71.1479,0.838594,70.8967,0.847133,71.1472,0.838617,70.896,0.847157
67,14,2,70.9909,0.843912,70.9909,0.843912,70.9909,0.843912,71.148,0.838591,70.8968,0.847133,71.147,0.838623,70.8963,0.847147
68,14,3,70.9907,0.843917,70.9907,0.843917,70.9907,0.843917,71.1479,0.838594,70.8967,0.847135,71.1475,0.838608,70.8963,0.847148
69,14,4,70.9908,0.843915,70.9908,0.843915,70.9908,0.843915,71.1478,0.838597,70.8968,0.847131,71.1475,0.838607,70.8959,0.847161
70,14,5,70.9908,0.843914,70.9908,0.843914,70.9908,0.843914,71.1479,0.838594,70.8968,0.847132,71.1475,0.838606,70.8964,0.847145
