index,valorFusivel,tipoCurto,I_A_Isolador,Tempo_A_Isolador,Tempo_Abertura_A_Isolador,I_B_Isolador,Tempo_B_Isolador,Tempo_Abertura_B_Isolador,I_C_Isolador,Tempo_C_Isolador,Tempo_Abertura_C_Isolador,I_A1_Isolador,Tempo_A1_Isolador,Tempo_Abertura_A1_Isolador,I_B1_Isolador,Tempo_B1_Isolador,Tempo_Abertura_B1_Isolador,I_A_Consumidor,Tempo_A_Consumidor,Tempo_Abertura_A_Consumidor,I_B_Consumidor,Tempo_B_Consumidor,Tempo_Abertura_B_Consumidor
42,9,2,27.5991,1.41089,60,39.7744,0.525725,60,65.237,0.163236,60,53.312,0.258566,60,0,Inf,60,0,Inf,60,0,Inf,60
43,9,3,39.4417,0.53702,60,65.6405,0.161008,60,28.0739,1.34294,60,0,Inf,60,60.4049,0.194065,60,0,Inf,60,0,Inf,60
44,9,4,63.9273,0.170805,60,27.3717,1.44527,60,38.6828,0.564205,60,58.9386,0.205207,60,52.2157,0.271426,60,0,Inf,60,0,Inf,60
45,9,5,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60
46,10,1,72.2207,0.137537,60,75.9786,0.126715,60,72.786,0.135855,60,71.527,0.139626,60,74.4524,0.13101,60,0,Inf,60,0,Inf,60
47,10,2,31.6518,0.424791,60,45.8165,0.247748,60,74.0901,0.13205,60,60.4614,0.177321,60,0,Inf,60,0,Inf,60,0,Inf,60
48,10,3,45.2671,0.251312,60,74.6616,0.130414,60,32.4259,0.405657,60,0,Inf,60,68.7584,0.148264,60,0,Inf,60,0,Inf,60
49,10,4,72.2207,0.137537,60,31.4341,0.430601,60,44.2354,0.258326,60,66.7234,0.154929,60,59.0242,0.182917,60,0,Inf,60,0,Inf,60
50,10,5,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60
51,11,1,79.6417,0.266612,60,84.0776,0.248886,60,81.0684,0.260666,60,78.9403,0.269631,60,82.2844,0.255789,60,0,Inf,60,0,Inf,60
52,11,2,35.6181,1.63605,60,51.8711,0.516345,60,82.5302,0.254823,60,66.9971,0.335127,60,0,Inf,60,0,Inf,60,0,Inf,60
53,11,3,50.7464,0.540838,60,82.5947,0.25457,60,36.7531,1.43275,60,0,Inf,60,76.3241,0.281512,60,0,Inf,60,0,Inf,60
54,11,4,79.6418,0.266612,60,35.3551,1.6902,60,49.4317,0.573182,60,73.7452,0.294335,60,65.1556,0.348761,60,0,Inf,60,0,Inf,60
55,11,5,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60
56,12,1,82.3855,0.25539,60,87.3423,0.237102,60,84.0855,0.248857,60,81.7963,0.257726,60,85.202,0.244721,60,0,Inf,60,0,Inf,60
57,12,2,37.269,1.35422,60,54.3474,0.470683,60,85.5977,0.243282,60,69.4445,0.318875,60,0,Inf,60,0,Inf,60,0,Inf,60
58,12,3,53.0328,0.493648,60,85.8023,0.242544,60,38.6306,1.17956,60,0,Inf,60,79.2215,0.268413,60,0,Inf,60,0,Inf,60
59,12,4,82.3856,0.25539,60,37.0821,1.38179,60,51.6468,0.521019,60,76.496,0.280699,60,67.4647,0.331869,60,0,Inf,60,0,Inf,60
60,12,5,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60
61,13,1,84.682,0.358694,60,89.7865,0.329211,60,86.539,0.347286,60,84.0238,0.362953,60,87.6461,0.340873,60,0,Inf,60,0,Inf,60
62,13,2,38.8152,4.01695,60,56.3521,0.831706,60,88.075,0.338462,60,71.5125,0.476179,60,0,Inf,60,0,Inf,60,0,Inf,60
63,13,3,54.9149,0.897989,60,88.21,0.337711,60,40.22,3.28197,60,0,Inf,60,81.6771,0.379162,60,0,Inf,60,0,Inf,60
64,13,4,84.682,0.358695,60,38.7115,4.08064,60,53.4214,0.978788,60,78.6366,0.402953,60,69.2938,0.50614,60,0,Inf,60,0,Inf,60
65,13,5,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60
66,14,1,88.1512,0.506214,60,93.9165,0.450429,60,90.3599,0.482975,60,87.532,0.513214,60,91.3304,0.473544,60,0,Inf,60,0,Inf,60
67,14,2,0,Inf,60,59.8274,1.50897,60,91.9214,0.468012,60,74.6809,0.734756,60,0,Inf,60,0,Inf,60,0,Inf,60
68,14,3,58.4063,1.66448,60,92.2923,0.464619,60,0,Inf,60,0,Inf,60,85.4776,0.538173,60,0,Inf,60,0,Inf,60
69,14,4,88.1512,0.506214,60,0,Inf,60,56.8173,1.87338,60,82.063,0.586598,60,72.4335,0.79748,60,0,Inf,60,0,Inf,60
70,14,5,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60
