index,valorFusivel,tipoCurto,I_A_Isolador,Tempo_A_Isolador,Tempo_Abertura_A_Isolador,I_B_Isolador,Tempo_B_Isolador,Tempo_Abertura_B_Isolador,I_C_Isolador,Tempo_C_Isolador,Tempo_Abertura_C_Isolador,I_A1_Isolador,Tempo_A1_Isolador,Tempo_Abertura_A1_Isolador,I_B1_Isolador,Tempo_B1_Isolador,Tempo_Abertura_B1_Isolador,I_C1_Isolador,Tempo_C1_Isolador,Tempo_Abertura_C1_Isolador,I_A_Consumidor,Tempo_A_Consumidor,Tempo_Abertura_A_Consumidor,I_B_Consumidor,Tempo_B_Consumidor,Tempo_Abertura_B_Consumidor,I_C_Consumidor,Tempo_C_Consumidor,Tempo_Abertura_C_Consumidor
31,3,7,8.83732,6.04355,7.1163,7.9182,8.1005,9.1726,3.8941,Inf,Inf,6.42479,14.5701,15.6446,9.4243,5.11255,6.1847,5.08652,29.7134,30.7858,7.33728,9.98542,11.0606,10.6926,3.71074,4.7833,6.54149,13.8281,14.9008
32,3,8,9.31594,5.26755,6.34,7.01684,11.3159,12.3882,0,Inf,Inf,6.72144,12.7884,13.8616,9.4243,5.11255,6.1847,2.76164,Inf,Inf,6.77684,12.4915,13.5658,10.6926,3.71074,4.7833,4.03797,Inf,Inf
33,3,9,0,Inf,Inf,5.70737,20.7361,21.8089,7.02338,11.2862,12.3635,4.85038,34.6498,35.7285,0,Inf,Inf,7.33879,9.97969,11.0522,6.3254,15.2492,16.3272,0,Inf,Inf,7.91451,8.11076,9.1843
34,3,10,6.86985,12.0155,13.0892,1.37929,Inf,Inf,5.57591,22.271,23.3458,7.18021,10.6069,11.6809,4.72947,37.6457,38.7194,0,Inf,Inf,7.97419,7.94733,9.0221,6.40211,14.7211,15.7956,0,Inf,Inf
35,3,11,5.48805,23.391,24.4639,6.97843,11.4928,12.5649,0,Inf,Inf,0,Inf,Inf,7.19095,10.5626,11.6347,4.90869,33.3264,34.3989,0,Inf,Inf,7.96087,7.98339,9.0561,6.37048,14.9356,16.0084
36,3,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
37,4,1,15.7412,3.8263,4.9006,15.8222,3.78416,4.8565,15.754,3.81957,4.8943,15.7208,3.837,4.9131,15.7918,3.79992,4.8729,15.8032,3.79397,4.8663,16.6586,3.38821,4.4644,16.8162,3.32079,4.3939,16.6796,3.37907,4.4515
38,4,2,15.7412,3.8263,4.9006,15.8222,3.78416,4.8565,15.754,3.81957,4.8943,15.7208,3.837,4.9131,15.7918,3.79992,4.8729,15.8032,3.79397,4.8663,16.6586,3.38821,4.4644,16.8162,3.32079,4.3939,16.6796,3.37907,4.4515
39,4,3,13.5389,5.32504,6.4005,7.85844,20.357,21.4309,14.7744,4.39089,5.4678,15.7197,3.83759,4.9137,9.51788,12.2586,13.3331,11.2076,8.21926,9.2944,16.6733,3.3818,4.4579,10.9987,8.59525,9.6698,11.9075,7.13113,8.2054
40,4,4,11.6718,7.4709,8.5476,0,Inf,Inf,15.5448,3.93148,5.0076,15.7114,3.84199,4.9181,0,Inf,Inf,11.2177,8.20165,9.2789,16.6838,3.37726,4.4534,6.08345,43.6905,44.7689,11.0038,8.58578,9.6635
41,4,5,7.76676,21.0331,22.1089,14.7974,4.37601,5.4484,13.6335,5.24296,6.3164,9.54675,12.1651,13.2435,11.146,8.3274,9.4007,15.8046,3.79329,4.8656,10.8778,8.82532,9.9033,11.999,7.00575,8.0792,16.6649,3.38547,4.4579
42,4,6,0,Inf,Inf,15.5665,3.91964,4.992,11.8255,7.24654,8.3197,0,Inf,Inf,11.1514,8.31776,9.3913,15.8134,3.78873,4.8611,6.03195,44.9034,45.9924,11.0073,8.57927,9.6532,16.6536,3.39036,4.4628
43,4,7,14.7657,4.39657,5.4703,13.6831,5.20072,6.2735,7.90004,20.0612,21.141,11.1609,8.30096,9.3767,15.7918,3.79992,4.8729,9.68215,11.7411,12.8144,11.9653,7.05154,8.1274,16.8162,3.32079,4.3939,10.9577,8.67231,9.7457
44,4,8,15.5152,3.94773,5.021,11.8443,7.2199,8.2931,0,Inf,Inf,11.0893,8.42894,9.5035,15.7918,3.79992,4.8729,4.748,Inf,Inf,11.0647,8.47365,9.5486,16.8162,3.32079,4.3939,6.1382,42.4543,43.5291
45,4,9,0,Inf,Inf,9.59165,12.0218,13.1005,12.5124,6.36251,7.4405,8.91789,14.4892,15.5685,0,Inf,Inf,12.759,6.08594,7.1632,10.2931,10.0885,11.1672,0,Inf,Inf,13.1887,5.64709,6.7241
46,4,10,12.429,6.46058,7.5353,0,Inf,Inf,9.50631,12.2964,13.3727,12.658,6.19687,7.2719,8.88119,14.6459,15.7211,0,Inf,Inf,13.2821,5.5583,6.6335,10.4149,9.80292,10.878,0,Inf,Inf
47,4,11,9.42657,12.5619,13.6362,12.5421,6.32816,7.4009,0,Inf,Inf,0,Inf,Inf,12.6785,6.17415,7.2471,9.05437,13.9288,15.0022,0,Inf,Inf,13.2744,5.56554,6.6388,10.3761,9.89256,10.9659
48,4,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
49,5,1,20.6825,2.14787,3.2211,20.8009,2.12248,3.194,20.638,2.15756,3.2292,20.6126,2.16309,3.2381,20.7763,2.12772,3.1997,20.7318,2.13726,3.2087,21.4439,1.99213,3.0668,21.6799,1.94729,3.0192,21.5031,1.98073,3.0518
50,5,2,20.6825,2.14787,3.2211,20.8009,2.12248,3.194,20.638,2.15756,3.2292,20.6126,2.16309,3.2381,20.7763,2.12772,3.1997,20.7318,2.13726,3.2087,21.4439,1.99213,3.0668,21.6799,1.94729,3.0192,21.5031,1.98073,3.0518
51,5,3,18.0763,2.84875,3.9231,11.3454,7.98527,9.0573,19.3718,2.4628,3.5349,20.6173,2.16206,3.2371,13.3618,5.48415,6.5572,15.0691,4.20574,5.2775,21.4639,1.98825,3.0628,14.7278,4.42137,5.4944,15.7147,3.84022,4.912
52,5,4,15.3494,4.04069,5.1162,0,Inf,Inf,20.3922,2.21214,3.2869,20.6098,2.1637,3.2387,6.12534,42.7398,43.8165,14.7557,4.40307,5.4781,21.4792,1.98531,3.06,7.76406,21.0535,22.1298,14.5059,4.57091,5.6468
53,5,5,11.2387,8.16544,9.2396,19.4544,2.44094,3.5124,18.1415,2.82715,3.8988,13.3214,5.52154,6.5984,15.0598,4.2114,5.2833,20.7275,2.13816,3.2096,14.5576,4.53539,5.6114,15.8429,3.77353,4.8457,21.4786,1.98544,3.0565
54,5,6,0,Inf,Inf,20.4413,2.20107,3.2725,15.5113,3.9499,5.0217,6.26069,39.8721,40.9532,14.7111,4.43236,5.5043,20.735,2.13655,3.208,7.69956,21.551,22.6239,14.5212,4.56037,5.6326,21.4626,1.98852,3.0596
55,5,7,19.4351,2.44604,3.5188,18.2781,2.78279,3.8545,11.3413,7.99193,9.0652,15.0399,4.22358,5.2981,20.7763,2.12772,3.1997,13.5123,5.34845,6.4203,15.7751,3.80856,4.8831,21.6799,1.94729,3.0192,14.6833,4.45073,5.5224
56,5,8,20.4353,2.20243,3.2747,15.6022,3.90029,4.9722,0,Inf,Inf,14.673,4.45759,5.5308,20.7763,2.12772,3.1997,6.41357,36.9687,38.0413,14.5941,4.5105,5.584,21.6799,1.94729,3.0192,7.846,20.4467,21.5193
57,5,9,6.30434,39.009,43.2094,12.9015,5.93462,7.0068,16.9425,3.26821,4.3402,12.1948,6.74881,7.8264,0,Inf,Inf,17.2022,3.16409,4.2358,13.5181,5.34337,6.4161,0,Inf,Inf,17.5382,3.03682,4.1086
58,5,10,16.9118,3.28087,4.3544,4.5203,Inf,Inf,12.8379,6.0014,7.0763,17.1387,3.1891,4.2629,12.2212,6.71534,7.7889,0,Inf,Inf,17.6598,2.99267,4.0667,13.6823,5.20137,6.2749,0,Inf,Inf
59,5,11,12.7755,6.0681,7.1408,17.0422,3.22762,4.2993,4.66045,Inf,Inf,0,Inf,Inf,17.1812,3.17235,4.2442,12.3977,6.49799,7.5698,0,Inf,Inf,17.6659,2.99048,4.0624,13.6456,5.23259,6.3042
60,5,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
61,6,1,21.5687,1.96822,3.0414,21.7011,1.94334,3.0148,21.5231,1.97689,3.0485,21.4933,1.98262,3.0576,21.6719,1.94879,3.0206,21.6268,1.95724,3.0287,22.36,1.82624,2.9008,22.6146,1.78383,2.8557,22.4271,1.81491,2.886
62,6,2,21.5687,1.96822,3.0414,21.7011,1.94334,3.0148,21.5231,1.97689,3.0485,21.4933,1.98262,3.0576,21.6719,1.94879,3.0206,21.6268,1.95724,3.0287,22.36,1.82624,2.9008,22.6146,1.78383,2.8557,22.4271,1.81491,2.886
63,6,3,18.8351,2.61239,3.6866,11.6005,7.57876,8.6508,20.1494,2.26815,3.3401,21.502,1.98094,3.0559,13.8164,5.08977,6.1627,15.5606,3.92285,4.9946,22.3833,1.8223,2.8968,15.2173,4.1172,5.1903,16.2174,3.58862,4.6604
64,6,4,16.1087,3.64083,4.7163,0,Inf,Inf,21.1648,2.04718,3.1218,21.4958,1.98212,3.0571,6.54222,34.766,35.8425,15.2076,4.12289,5.1978,22.399,1.81966,2.8942,8.18285,18.2163,19.2924,14.968,4.2679,5.3437
65,6,5,11.4861,7.75684,8.8309,20.2374,2.24761,3.3191,18.907,2.59154,3.6632,13.7749,5.1239,6.2006,15.5511,3.92806,4.9999,21.6188,1.95875,3.0302,15.0425,4.22198,5.2979,16.3492,3.52686,4.5989,22.4044,1.81875,2.8898
66,6,6,0,Inf,Inf,21.2142,2.03726,3.1087,16.2774,3.56032,4.632,6.68621,32.5288,33.6094,15.1598,4.15123,5.2231,21.6243,1.95772,3.0292,8.12303,18.5839,19.6566,14.9835,4.25829,5.3304,22.3885,1.82142,2.8925
67,6,7,20.2178,2.25216,3.3248,19.0521,2.55027,3.6219,11.5957,7.58606,8.6592,15.5294,3.93995,5.0144,21.6719,1.94879,3.0206,13.9776,4.96046,6.0322,16.2823,3.55798,4.6324,22.6146,1.78383,2.8557,15.1804,4.13896,5.2106
68,6,8,21.2152,2.03707,3.1093,16.3704,3.51707,4.5889,0,Inf,Inf,15.1279,4.17029,5.2434,21.6719,1.94879,3.0206,6.83603,30.4256,31.4981,15.0633,4.20929,5.2827,22.6146,1.78383,2.8557,8.27534,17.6696,18.7422
69,6,9,6.32716,38.5688,42.5775,13.2033,5.63301,6.7051,17.5324,3.03896,4.1109,12.6981,6.15249,7.2299,0,Inf,Inf,17.718,2.97189,4.0436,14.0438,4.90889,5.9815,0,Inf,Inf,18.081,2.84718,3.9189
70,6,10,17.5016,3.05028,4.1237,4.77859,Inf,Inf,13.1434,5.69097,6.7657,17.6567,2.99381,4.0677,12.7219,6.12637,7.1998,0,Inf,Inf,18.2069,2.80577,3.8797,14.2109,4.78229,5.8557,0,Inf,Inf
71,6,11,13.0775,5.75573,6.8283,17.6356,3.0014,4.0731,4.92763,Inf,Inf,0,Inf,Inf,17.6992,2.9786,4.0504,12.9044,5.93165,7.0034,0,Inf,Inf,18.2154,2.80301,3.8749,14.1791,4.80598,5.8776
72,6,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
73,7,1,31.3064,0.99067,2.0638,31.5775,0.969688,2.041,31.156,1.0026,2.0739,31.1147,1.0059,2.0806,31.5368,0.972792,2.0445,31.388,0.984288,2.0555,31.9037,0.945282,2.0196,32.385,0.910859,1.9826,32.1053,0.930637,2.0016
74,7,2,31.3064,0.99067,2.0638,31.5775,0.969688,2.041,31.156,1.0026,2.0739,31.1147,1.0059,2.0806,31.5368,0.972792,2.0445,31.388,0.984288,2.0555,31.9037,0.945282,2.0196,32.385,0.910859,1.9826,32.1053,0.930637,2.0016
75,7,3,27.8233,1.33057,2.4046,18.3,3.95096,5.0227,29.1275,1.18597,2.2576,31.1456,1.00343,2.0781,21.3666,2.6191,3.6918,23.0399,2.15273,3.2242,31.9509,0.941822,2.0161,22.6688,2.24513,3.3179,23.6314,2.01643,3.0879
76,7,4,23.574,2.02911,3.1045,0,Inf,Inf,30.5652,1.05151,2.1236,31.15,1.00308,2.0777,10.2486,21.1802,22.2565,21.9898,2.42972,3.5024,31.9798,0.939716,2.014,11.9433,13.2338,14.3096,21.7023,2.51453,3.5873
77,7,5,18.1034,4.0677,5.1416,29.3713,1.16148,2.2327,27.8554,1.3267,2.3982,21.1708,2.68302,3.7592,23.129,2.13135,3.2031,31.3554,0.986833,2.0581,22.3584,2.3269,3.3993,23.8501,1.9692,3.0411,32.0564,0.934157,2.0051
78,7,6,0,Inf,Inf,30.6842,1.04138,2.1126,23.7843,1.98324,3.0547,10.36,20.4717,21.5515,21.9812,2.4322,3.5039,31.3493,0.987303,2.0586,11.8659,13.4948,14.5671,21.7496,2.5003,3.5722,32.026,0.936361,2.0073
79,7,7,29.3462,1.16396,2.2365,28.2113,1.285,2.3565,18.1775,4.02307,5.0953,23.0031,2.16164,3.236,31.5368,0.972792,2.0445,21.5362,2.56551,3.6371,23.6856,2.00457,3.0788,32.385,0.910859,1.9826,22.647,2.25075,3.3221
80,7,8,30.7834,1.03305,2.1052,24.0336,1.93077,3.0024,0,Inf,Inf,21.9935,2.42866,3.5018,31.5368,0.972792,2.0445,10.6627,18.7101,19.7824,21.8694,2.46474,3.538,32.385,0.910859,1.9826,12.1311,12.6304,13.7026
81,7,9,0.0895319,Inf,Inf,19.4878,3.33892,4.4108,26.1078,1.56287,2.6345,19.2251,3.46182,4.5349,0,Inf,Inf,26.2049,1.54821,2.6197,20.5397,2.9051,3.9771,0,Inf,Inf,26.4752,1.50844,2.5799
82,7,10,26.1811,1.55178,2.6251,8.17663,44.4643,45.5381,19.46,3.35163,4.4263,26.2133,1.54695,2.6207,19.3729,3.39186,4.4651,0,Inf,Inf,26.6671,1.48109,2.5548,20.8114,2.80635,3.8795,0,Inf,Inf
83,7,11,19.427,3.36679,4.4392,26.3744,1.52309,2.5945,8.28072,42.5829,43.6555,0,Inf,Inf,26.3151,1.53182,2.6035,19.5871,3.29409,4.3656,0,Inf,Inf,26.7233,1.47322,2.5449,20.8064,2.80814,3.8796
84,7,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
85,8,1,38.4614,0.572531,1.6469,38.8897,0.55659,1.6289,38.238,0.581124,1.6544,38.1693,0.583807,1.6599,38.8205,0.559119,1.6322,38.6005,0.567279,1.6396,38.9277,0.555209,1.6311,39.6284,0.530637,1.6036,39.2809,0.542611,1.6148
86,8,2,38.4614,0.572531,1.6469,38.8897,0.55659,1.6289,38.238,0.581124,1.6544,38.1693,0.583807,1.6599,38.8205,0.559119,1.6322,38.6005,0.567279,1.6396,38.9277,0.555209,1.6311,39.6284,0.530637,1.6036,39.2809,0.542611,1.6148
87,8,3,34.5129,0.759009,1.8342,23.4227,2.31514,3.3887,35.7091,0.693788,1.7704,38.2272,0.581546,1.6576,27.1071,1.4869,2.5611,28.6137,1.27147,2.345,39.002,0.552522,1.6284,28.3604,1.30427,2.3785,29.1665,1.20403,2.2775
88,8,4,29.1714,1.20346,2.2799,0,Inf,Inf,37.4248,0.614119,1.6903,38.2472,0.580767,1.6568,13.2978,18.6848,19.7712,26.9537,1.51184,2.5893,39.0477,0.550877,1.6267,14.9974,11.2846,12.3633,26.6372,1.56535,2.6429
89,8,5,23.1264,2.40986,3.4854,36.1061,0.674014,1.7465,34.5216,0.758502,1.8316,26.7684,1.54283,2.6205,28.7815,1.25041,2.3237,38.5402,0.569548,1.6419,27.9185,1.36463,2.442,29.4583,1.17058,2.2438,39.2041,0.545311,1.6175
90,8,6,0,Inf,Inf,37.6102,0.606348,1.6788,29.4253,1.1743,2.2472,0,Inf,Inf,26.9759,1.5082,2.5818,38.5175,0.570403,1.6428,14.9027,11.5776,12.6673,26.7122,1.55242,2.6262,39.1557,0.547027,1.6193
91,8,7,36.0472,0.676891,1.7508,35.0697,0.727543,1.8003,23.1829,2.39136,3.47,28.5415,1.28069,2.3566,38.8205,0.559119,1.6322,27.2958,1.45703,2.5301,29.1863,1.20171,2.2776,39.6284,0.530637,1.6036,28.3607,1.30424,2.3772
92,8,8,37.783,0.599241,1.6727,29.8116,1.13192,2.2051,0,Inf,Inf,27.0144,1.5019,2.5768,38.8205,0.559119,1.6322,13.8174,15.8445,16.9196,26.8577,1.52777,2.6027,39.6284,0.530637,1.6036,15.2821,10.4646,11.5393
93,8,9,0,Inf,Inf,24.1392,2.10767,3.186,32.4769,0.893533,1.9706,24.1793,2.0969,3.1754,0,Inf,Inf,32.4607,0.89475,1.9688,25.4807,1.78692,2.8651,0,Inf,Inf,32.6823,0.878392,1.9522
94,8,10,32.6362,0.881759,1.9565,0,Inf,Inf,24.1279,2.11073,3.1874,32.5217,0.890201,1.9654,24.4351,2.02997,3.1049,0,Inf,Inf,32.9271,0.860844,1.936,25.8504,1.71125,2.7861,0,Inf,Inf
95,8,11,24.1224,2.11221,3.1867,32.8919,0.863329,1.9361,0,Inf,Inf,0,Inf,Inf,32.6827,0.878365,1.9514,24.6847,1.96766,3.0407,0,Inf,Inf,33.035,0.853274,1.9263,25.8774,1.70592,2.7789
96,8,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
97,9,1,41.5601,0.470862,1.5448,42.0724,0.456725,1.5287,41.3095,0.47802,1.5505,41.221,0.480587,1.5561,41.9844,0.459109,1.5318,41.7375,0.465891,1.5377,41.9651,0.459633,1.5351,42.7736,0.438404,1.511,42.4005,0.448008,1.5199
98,9,2,41.5601,0.470862,1.5448,42.0724,0.456725,1.5287,41.3095,0.47802,1.5505,41.221,0.480587,1.5561,41.9844,0.459109,1.5318,41.7375,0.465891,1.5377,41.9651,0.459633,1.5351,42.7736,0.438404,1.511,42.4005,0.448008,1.5199
99,9,3,37.4421,0.613387,1.6881,25.7742,1.72646,2.7994,38.5726,0.568328,1.6442,41.2926,0.478508,1.5541,29.6903,1.14497,2.2187,31.1037,1.00573,2.0784,42.0532,0.457243,1.5327,30.9198,1.02237,2.0961,31.6391,0.959587,2.0321
100,9,4,31.6181,0.96134,2.0374,0,Inf,Inf,40.3989,0.50548,1.5811,41.3219,0.477662,1.5532,14.7113,12.2028,13.2808,29.1348,1.20775,2.2845,42.1087,0.45575,1.5312,16.4047,7.93453,9.0119,28.8066,1.2473,2.3242
101,9,5,25.42215,1.799346,2.8743,39.04882,0.5508376,1.6228,37.44327,0.6133376,1.6858,29.27962,1.190895,2.2679,31.30547,0.9879594,2.0607,41.66305,0.4679672,1.5398,30.41094,1.070589,2.1474,31.96226,0.9332624,2.006,42.30984,0.4503924,1.5222
