index,valorFusivel,tipoCurto,I_A_Isolador,Tempo_A_Isolador,Tempo_Abertura_A_Isolador,I_B_Isolador,Tempo_B_Isolador,Tempo_Abertura_B_Isolador,I_C_Isolador,Tempo_C_Isolador,Tempo_Abertura_C_Isolador,I_A1_Isolador,Tempo_A1_Isolador,Tempo_Abertura_A1_Isolador,I_B1_Isolador,Tempo_B1_Isolador,Tempo_Abertura_B1_Isolador,I_C1_Isolador,Tempo_C1_Isolador,Tempo_Abertura_C1_Isolador,I_A_Consumidor,Tempo_A_Consumidor,Tempo_Abertura_A_Consumidor,I_B_Consumidor,Tempo_B_Consumidor,Tempo_Abertura_B_Consumidor,I_C_Consumidor,Tempo_C_Consumidor,Tempo_Abertura_C_Consumidor
102,9,6,0,Inf,Inf,40.62038,0.4985827,1.5705,31.89496,0.9386545,2.011,14.77759,11.98096,13.0712,29.1735,1.203212,2.2762,41.63061,0.468876,1.5407,16.29872,8.133886,9.2146,28.89661,1.236265,2.3093,42.25125,0.4519426,1.5238
103,9,7,38.96286,0.5539333,1.6275,38.08353,0.5871808,1.6595,25.47206,1.788736,2.8666,31.00289,1.014799,2.0902,41.98435,0.4591085,1.5318,29.88984,1.123617,2.1962,31.63096,0.9602652,2.0356,42.77356,0.438404,1.511,30.93241,1.021209,2.0937
104,9,8,40.82168,0.4924387,1.5655,32.34614,0.9033838,1.9761,0,Inf,Inf,29.21813,1.198009,2.2724,41.98435,0.4591085,1.5318,15.28185,10.46521,11.5392,29.04828,1.217992,2.2924,42.77356,0.438404,1.511,16.73734,7.35203,8.4258
105,9,9,0,Inf,Inf,26.21847,1.640579,2.7151,35.29187,0.7155371,1.7886,26.39293,1.608591,2.6865,0,Inf,Inf,35.22752,0.7189834,1.7917,27.68588,1.398093,2.4756,0,Inf,Inf,35.42765,0.7083472,1.7811
106,9,10,35.49156,0.7050011,1.7793,12.38546,25.64836,26.7244,26.21209,1.641765,2.7178,35.30831,0.7146607,1.7894,26.70243,1.55409,2.6284,0,Inf,Inf,35.69231,0.6946444,1.7694,28.10451,1.33872,2.413,0,Inf,Inf
107,9,11,26.22078,1.640149,2.7139,35.78107,0.6901389,1.7624,0,Inf,Inf,0,Inf,Inf,35.50114,0.7045015,1.7771,26.97085,1.509026,2.5816,0,Inf,Inf,35.82872,0.6877384,1.7603,28.14914,1.332615,2.4051
108,9,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
109,10,1,49.32239,0.2272422,1.301,50.09209,0.2231644,1.2949,49.01815,0.2288908,1.301,48.86036,0.2297544,1.3051,49.93615,0.2239802,1.2964,49.63706,0.2255594,1.2972,49.56546,0.2259403,1.3011,50.67487,0.2201603,1.2925,50.25423,0.2223216,1.294
110,10,2,49.32239,0.2272422,1.301,50.09209,0.2231644,1.2949,49.01815,0.2288908,1.301,48.86036,0.2297544,1.3051,49.93615,0.2239802,1.2964,49.63706,0.2255594,1.2972,49.56546,0.2259403,1.3011,50.67487,0.2201603,1.2925,50.25423,0.2223216,1.294
111,10,3,44.86476,0.2539953,1.3285,32.0788,0.4139556,1.4866,45.81282,0.247771,1.3206,48.97132,0.2291465,1.3045,36.44528,0.3337887,1.4072,37.60795,0.3187885,1.391,49.69292,0.2252629,1.3004,37.60603,0.3188117,1.3923,38.09721,0.3130099,1.3853
112,10,4,37.83201,0.316106,1.3919,0,Inf,Inf,47.86562,0.2353425,1.3107,49.03151,0.2288179,1.3042,18.58494,2.976296,4.0535,34.7179,0.3601403,1.4366,49.78024,0.224801,1.3,20.23612,1.851394,2.9282,34.36576,0.3662423,1.4428
113,10,5,31.5487,0.4275173,1.5022,46.52316,0.2433197,1.3151,44.85458,0.2540641,1.3261,35.82483,0.3426312,1.4193,37.89191,0.3153995,1.3879,49.52263,0.2261687,1.2978,36.90163,0.3276728,1.4041,38.49577,0.3085093,1.3811,50.12377,0.2229993,1.2946
114,10,6,0,Inf,Inf,48.19735,0.2334505,1.3052,38.17625,0.3121031,1.3842,18.59182,2.969625,4.0509,34.80239,0.3587169,1.4314,49.45795,0.2265145,1.2982,20.08876,1.922386,3.0025,34.49801,0.3639179,1.4366,50.03204,0.2234779,1.2951
115,10,7,46.32685,0.2445328,1.3179,45.75123,0.2481652,1.3202,31.5877,0.4264806,1.5037,37.39338,0.3214169,1.3967,49.93615,0.2239802,1.2964,36.67733,0.3306398,1.4029,37.9775,0.3143972,1.3895,50.67487,0.2201603,1.2925,37.65649,0.318202,1.3904
116,10,8,48.45266,0.2320141,1.3049,38.80688,0.3051165,1.3776,0,Inf,Inf,34.84296,0.358039,1.4322,49.93615,0.2239802,1.2964,19.29526,2.39032,3.4638,34.64542,0.3613737,1.4356,50.67487,0.2201603,1.2925,20.7056,1.651136,2.7244
117,10,9,0,Inf,Inf,31.64811,0.4248872,1.4982,42.51947,0.2710738,1.3436,32.15953,0.4119864,1.4895,0,Inf,Inf,42.32795,0.2725932,1.3449,33.42214,0.3840777,1.4612,0,Inf,Inf,42.47445,0.2714291,1.3437
118,10,10,42.81937,0.2687363,1.3428,16.22625,7.630304,8.7056,31.63515,0.4252277,1.5011,42.44698,0.2716464,1.3462,32.62331,0.4011287,1.4753,0,Inf,Inf,42.77704,0.2690632,1.3435,33.9811,0.3732388,1.4472,0,Inf,Inf
119,10,11,31.68397,0.4239487,1.4974,43.21445,0.2657313,1.3378,16.20972,7.691791,8.774,0,Inf,Inf,42.73924,0.269356,1.3417,32.94761,0.3939688,1.4662,0,Inf,Inf,43.00444,0.2673184,1.3397,34.08057,0.371395,1.4435
120,10,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
121,11,1,56.99787,0.4314545,1.5067,58.09352,0.4174866,1.4907,56.67658,0.4357769,1.5134,56.41221,0.4394157,1.5163,57.83611,0.4206657,1.4945,57.51761,0.4246845,1.498,57.07449,0.4304395,1.5072,58.51922,0.4123596,1.4862,58.08484,0.4175928,1.4908
122,11,2,56.99787,0.4314545,1.5067,58.09352,0.4174866,1.4907,56.67658,0.4357769,1.5134,56.41221,0.4394157,1.5163,57.83611,0.4206657,1.4945,57.51761,0.4246845,1.498,57.07449,0.4304395,1.5072,58.51922,0.4123596,1.4862,58.08484,0.4175928,1.4908
123,11,3,52.31947,0.5072933,1.5833,39.00461,1.138508,2.2139,53.13233,0.4918139,1.5697,56.56628,0.4372859,1.5141,43.5677,0.793454,1.8689,44.54105,0.7450398,1.824,57.24466,0.4282063,1.505,44.6454,0.7402086,1.8156,44.98084,0.7251117,1.804
124,11,4,44.15305,0.763592,1.8411,0,Inf,Inf,55.28497,0.4558235,1.5331,56.66932,0.4358758,1.5127,0,Inf,Inf,40.49053,0.9985874,2.0779,57.37527,0.426512,1.5034,0,Inf,Inf,40.1268,1.029772,2.1092
125,11,5,38.23313,1.226211,2.3033,54.12188,0.474436,1.5478,52.31908,0.5073011,1.5855,42.69561,0.8426193,1.9213,44.8879,0.7292298,1.8037,57.36015,0.4267073,1.5001,43.70586,0.7861922,1.8646,45.43474,0.7056828,1.7801,57.91184,0.419724,1.493
126,11,6,0,Inf,Inf,55.76104,0.4487111,1.5223,44.58219,0.7431273,1.8221,0,Inf,Inf,40.62742,0.9873093,2.067,57.25156,0.4281164,1.5015,0,Inf,Inf,40.30821,1.013993,2.0937,57.77582,0.421419,1.4947
127,11,7,53.7385,0.4809893,1.5559,53.49969,0.4851842,1.5588,38.27531,1.221105,2.3012,44.13381,0.7645369,1.8419,57.83611,0.4206657,1.4945,43.84161,0.7791876,1.8541,44.67153,0.7390091,1.8163,58.51922,0.4123596,1.4862,44.74527,0.7356453,1.8103
128,11,8,56.02544,0.4448783,1.5193,45.41167,0.7066438,1.7809,0,Inf,Inf,40.61788,0.9880876,2.0649,57.83611,0.4206657,1.4945,0,Inf,Inf,40.40463,1.00579,2.0827,58.51922,0.4123596,1.4862,0,Inf,Inf
129,11,9,0,Inf,Inf,37.41972,1.332689,2.4134,49.94412,0.5600546,1.6384,38.25543,1.223507,2.3034,0,Inf,Inf,49.62634,0.5681127,1.6465,39.47131,1.090817,2.1704,0,Inf,Inf,49.72173,0.5656658,1.644
130,11,10,50.33272,0.5505517,1.6263,0,Inf,Inf,37.36188,1.340883,2.4201,49.74598,0.5650478,1.6414,38.90206,1.149502,2.2258,0,Inf,Inf,50.02401,0.5580701,1.6344,40.19621,1.023681,2.0998,0,Inf,Inf
131,11,11,37.45753,1.327382,2.4075,50.87153,0.5379777,1.6116,0,Inf,Inf,0,Inf,Inf,50.17257,0.5544224,1.6286,39.29611,1.108283,2.183,0,Inf,Inf,50.3776,0.5494783,1.6236,40.36753,1.008932,2.0835
132,11,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
133,12,1,60.01329,0.395552,1.4705,61.25893,0.3827962,1.4556,59.69792,0.398955,1.476,59.38064,0.4024543,1.4789,60.94983,0.385864,1.4594,60.63799,0.3890227,1.4619,60.02453,0.395432,1.4719,61.60931,0.3793923,1.4529,61.18416,0.3835326,1.4563
134,12,2,60.01329,0.395552,1.4705,61.25893,0.3827962,1.4556,59.69792,0.398955,1.476,59.38064,0.4024543,1.4789,60.94983,0.385864,1.4594,60.63799,0.3890227,1.4619,60.02453,0.395432,1.4719,61.60931,0.3793923,1.4529,61.18416,0.3835326,1.4563
135,12,3,55.27789,0.4559315,1.5316,41.95161,0.8896372,1.964,56.07121,0.444223,1.5216,59.55158,0.4005593,1.477,46.50189,0.6640855,1.7389,47.4423,0.6315748,1.7095,60.21134,0.393452,1.4699,47.54187,0.6283354,1.7032,47.86112,0.6181922,1.6958
136,12,4,46.70925,0.6566059,1.7337,0,Inf,Inf,58.21426,0.4160162,1.4928,59.67484,0.3992069,1.4757,0,Inf,Inf,42.86438,0.8326328,1.9112,60.36221,0.3918712,1.4683,0,Inf,Inf,42.50089,0.854443,1.9331
137,12,5,41.0634,0.9529525,2.0293,57.18639,0.4289677,1.5019,55.2891,0.4557607,1.5332,45.5184,0.7022212,1.7803,47.80581,0.6199237,1.6939,60.46388,0.3908149,1.4637,46.49819,0.6642205,1.7421,48.32864,0.6039781,1.6779,60.99478,0.385414,1.4582
138,12,6,0,Inf,Inf,58.762,0.409506,1.4826,47.1764,0.6404092,1.7185,0,Inf,Inf,43.01985,0.8236398,1.8991,60.3348,0.3921572,1.465,0,Inf,Inf,42.69988,0.8423636,1.9178,60.83833,0.3869859,1.4597
139,12,7,56.70147,0.4354382,1.5101,56.58999,0.4369604,1.5102,41.11291,0.9491947,2.0284,46.93329,0.6487279,1.7255,60.94983,0.385864,1.4594,46.79738,0.6534822,1.7273,47.45156,0.6312721,1.708,61.60931,0.3793923,1.4529,47.6672,0.6243098,1.6981
140,12,8,59.00838,0.4066604,1.4807,48.09108,0.6111085,1.6849,0,Inf,Inf,42.97552,0.8261842,1.9022,60.94983,0.385864,1.4594,0,Inf,Inf,42.76077,0.8387357,1.9149,61.60931,0.3793923,1.4529,27.31879,7.384155,8.4677
141,12,9,0,Inf,Inf,39.83646,1.056006,2.1358,52.94593,0.4952626,1.573,40.79114,0.9741339,2.0533,0,Inf,Inf,52.58071,0.5021919,1.5798,41.98264,0.8875728,1.9664,0,Inf,Inf,52.65738,0.500718,1.5784
142,12,10,53.36341,0.4876182,1.563,0,Inf,Inf,39.74629,1.064409,2.1426,52.6844,0.5002009,1.5761,41.51861,0.9194497,1.9951,0,Inf,Inf,52.94286,0.4953199,1.5712,42.78071,0.8375539,1.9131,0,Inf,Inf
143,12,11,39.85912,1.053914,2.1299,53.97407,0.4769366,1.5502,0,Inf,Inf,0,Inf,Inf,53.17764,0.4909844,1.5646,41.94551,0.8900441,1.9639,0,Inf,Inf,53.36013,0.4876772,1.5613,42.98692,0.8255285,1.8993
144,12,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
145,13,1,62.61653,0.6307214,1.7063,64.00141,0.5994116,1.6729,62.31413,0.6380453,1.7161,61.9445,0.6472541,1.7244,63.64244,0.607193,1.6813,63.34227,0.6138745,1.6877,62.57197,0.631789,1.7088,64.28072,0.5935089,1.6677,63.86953,0.6022446,1.676
146,13,2,62.61653,0.6307214,1.7063,64.00141,0.5994116,1.6729,62.31413,0.6380453,1.7161,61.9445,0.6472541,1.7244,63.64244,0.607193,1.6813,63.34227,0.6138745,1.6877,62.57197,0.631789,1.7088,64.28072,0.5935089,1.6677,63.86953,0.6022446,1.676
147,13,3,57.84414,0.772539,1.8489,44.61293,1.953589,3.0334,58.64571,0.7441705,1.8223,62.12948,0.6426098,1.7198,49.10157,1.313057,2.3889,50.04408,1.223694,2.3031,62.77255,0.6270141,1.7041,50.1066,1.218153,2.2939,50.44456,1.188968,2.2683
148,13,4,48.95993,1.327497,2.4054,0,Inf,Inf,60.75173,0.6790445,1.7566,62.27157,0.639091,1.7162,0,Inf,Inf,44.97822,1.883207,2.9636,62.94207,0.6230401,1.7002,0,Inf,Inf,44.61776,1.952629,3.0332
149,13,5,43.61056,2.17048,3.2482,59.87519,0.7046339,1.7784,57.87109,0.7715488,1.8501,48.01572,1.431363,2.5104,50.41506,1.191465,2.2664,63.15445,0.6181387,1.692,48.9671,1.326758,2.4056,50.91639,1.150293,2.2252,63.6667,0.6066601,1.6804
150,13,6,0,Inf,Inf,61.36807,0.6622071,1.7363,49.46364,1.277386,2.3568,0,Inf,Inf,45.15542,1.850556,2.9311,63.00645,0.6215454,1.6954,0,Inf,Inf,44.83769,1.909782,2.9904,63.49148,0.610533,1.6843
151,13,7,59.28891,0.7229231,1.7983,59.27823,0.7232656,1.7972,43.67007,2.156535,3.2372,49.4317,1.280464,2.3583,63.64244,0.607193,1.6813,49.42075,1.281521,2.3609,49.93281,1.23367,2.3114,64.28072,0.5935089,1.6677,50.25911,1.204825,2.2839
152,13,8,61.5871,0.6564381,1.7313,50.45455,1.188125,2.2628,0,Inf,Inf,45.06427,1.867234,2.9454,63.64244,0.607193,1.6813,0,Inf,Inf,44.85099,1.907241,2.9856,64.28072,0.5935089,1.6677,0,Inf,Inf
153,13,9,0,Inf,Inf,42.00805,2.60779,3.6895,55.57959,0.8660779,1.9447,43.05781,2.307232,3.388,0,Inf,Inf,55.17637,0.8851638,1.9639,44.22489,2.033193,3.1134,0,Inf,Inf,55.23791,0.8821973,1.9609
154,13,10,56.01706,0.8462732,1.9223,0,Inf,Inf,41.88285,2.647715,3.7317,55.25431,0.8814099,1.9582,43.86014,2.11295,3.1898,0,Inf,Inf,55.49666,0.8699367,1.9467,45.09083,1.862349,2.939,0,Inf,Inf
155,13,11,42.01232,2.606443,3.6882,56.69799,0.8171862,1.8912,0,Inf,Inf,0,Inf,Inf,55.81246,0.8554221,1.93,44.32003,2.013191,3.093,0,Inf,Inf,55.97641,0.8480753,1.9226,45.33007,1.819282,2.895
156,13,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
157,14,1,66.86963,1.012112,2.0886,68.50321,0.9381604,2.0126,66.60478,1.025168,2.1041,66.13725,1.049014,2.1271,68.0503,0.9575932,2.0326,67.79093,0.9690783,2.0478,66.73624,1.018648,2.0967,68.65218,0.9319356,2.007,68.28576,0.9473934,2.0259
158,14,2,66.86963,1.012112,2.0886,68.50321,0.9381604,2.0126,66.60478,1.025168,2.1041,66.13725,1.049014,2.1271,68.0503,0.9575932,2.0326,67.79093,0.9690782,2.0478,66.73624,1.018648,2.0967,68.65218,0.9319356,2.007,68.28576,0.9473934,2.0259
159,14,3,62.06075,1.310385,2.3878,49.21542,3.868268,4.9505,62.94115,1.244434,2.3237,66.34304,1.03839,2.1164,53.49831,2.47983,3.5612,54.51521,2.263747,3.3447,66.95711,1.007869,2.0859,54.43785,2.279111,3.3569,54.88387,2.192765,3.2736
160,14,4,52.75652,2.658854,3.743,0,Inf,Inf,64.91919,1.116339,2.195,66.51793,1.029519,2.1076,0,Inf,Inf,48.6099,4.15683,5.2435,67.15902,0.9982048,2.0763,0,Inf,Inf,48.26145,4.337541,5.4244
161,14,5,48.00814,4.476263,5.5606,64.37078,1.149346,2.2245,62.12502,1.305359,2.3849,52.23323,2.79765,3.8827,54.88493,2.192566,3.2698,67.58299,0.9784802,2.0572,53.13324,2.565484,3.6501,55.34933,2.10815,3.1852,68.06336,0.957022,2.0356
162,14,6,0,Inf,Inf,65.67178,1.07382,2.1527,53.32171,2.520692,3.6016,0,Inf,Inf,48.81199,4.057074,5.1401,67.40232,0.9867931,2.0655,0,Inf,Inf,48.50532,4.209881,5.293,67.85604,0.9661702,2.0447
163,14,7,63.58623,1.199813,2.2763,63.71302,1.191384,2.2664,48.09341,4.428851,5.5159,53.70633,2.433029,3.5162,68.0503,0.9575932,2.0326,53.85641,2.400125,3.4812,54.17756,2.332051,3.4147,68.65218,0.9319356,2.007,54.63928,2.23945,3.3203
164,14,8,65.80848,1.066421,2.1423,54.44666,2.277354,3.3537,0,Inf,Inf,48.62642,4.148538,5.2327,68.0503,0.9575932,2.0326,0,Inf,Inf,48.42235,4.252685,5.337,68.65218,0.9319356,2.007,0,Inf,Inf
165,14,9,0,Inf,Inf,45.77606,6.034518,7.1236,59.97306,1.494441,2.5743,46.95413,5.129023,6.2164,0,Inf,Inf,59.51605,1.540847,2.6209,48.07391,4.439627,5.5266,0,Inf,Inf,59.55555,1.536739,2.6168
166,14,10,60.42999,1.450413,2.5277,0,Inf,Inf,45.56278,6.222557,7.3097,59.52324,1.540098,2.6182,47.8905,4.54291,5.6266,0,Inf,Inf,59.74141,1.517656,2.5958,49.06101,3.93896,5.0223,0,Inf,Inf
167,14,11,45.71674,6.085994,7.171,61.24769,1.377062,2.4526,0,Inf,Inf,0,Inf,Inf,60.20676,1.471636,2.5481,48.40337,4.262567,5.3445,0,Inf,Inf,60.34297,1.458623,2.535,49.36137,3.803177,4.8848
168,14,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
