index,valorFusivel,tipoCurto,I_A_Isolador,Tempo_A_Isolador,Tempo_Abertura_A_Isolador,I_B_Isolador,Tempo_B_Isolador,Tempo_Abertura_B_Isolador,I_C_Isolador,Tempo_C_Isolador,Tempo_Abertura_C_Isolador,I_A1_Isolador,Tempo_A1_Isolador,Tempo_Abertura_A1_Isolador,I_B1_Isolador,Tempo_B1_Isolador,Tempo_Abertura_B1_Isolador,I_A_Consumidor,Tempo_A_Consumidor,Tempo_Abertura_A_Consumidor,I_B_Consumidor,Tempo_B_Consumidor,Tempo_Abertura_B_Consumidor
23,2,11,5.07183,29.9899,60,7.45819,9.54304,60,0,Inf,60,0,Inf,60,7.22466,10.4253,60,0,Inf,60,7.22466,10.4253,60
24,2,12,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60
25,3,1,10.1236,4.25797,60,10.1253,4.25615,60,10.1132,4.26906,60,10.1193,4.26264,60,10.1257,4.25583,60,10.1193,4.26264,60,10.1257,4.25583,60
26,3,2,10.1236,4.25797,60,10.1253,4.25615,60,10.1132,4.26906,60,10.1193,4.26264,60,10.1257,4.25583,60,10.1193,4.26264,60,10.1257,4.25583,60
27,3,3,8.80787,6.09677,60,4.85277,34.594,60,9.38143,5.17305,60,10.1193,4.26255,60,6.17853,16.3411,60,10.1193,4.26255,60,6.17853,16.3411,60
28,3,4,8.01369,7.84186,60,0,Inf,60,9.54454,4.94837,60,10.1194,4.2625,60,3.80044,Inf,60,10.1194,4.2625,60,3.80044,Inf,60
29,3,5,4.86693,34.2665,60,9.36343,5.19878,60,8.76827,6.16941,60,6.17149,16.3963,60,6.97111,11.527,60,6.17149,16.3963,60,6.97111,11.527,60
30,3,6,0,Inf,60,9.51344,4.99007,60,7.98414,7.92058,60,3.79175,Inf,60,6.40244,14.7189,60,3.79175,Inf,60,6.40244,14.7189,60
31,3,7,9.37965,5.17558,60,8.80637,6.0995,60,4.85746,34.485,60,6.97512,11.5083,60,10.1256,4.25592,60,6.97512,11.5083,60,10.1256,4.25592,60
32,3,8,9.54414,4.9489,60,8.01404,7.84092,60,0,Inf,60,6.43038,14.5333,60,10.1255,4.25597,60,6.43038,14.5333,60,10.1255,4.25597,60
33,3,9,2.70252,Inf,60,5.27094,26.5359,60,7.82246,8.37274,60,6.03051,17.5616,60,0,Inf,60,6.03051,17.5616,60,0,Inf,60
34,3,10,7.82183,8.37457,60,2.70173,Inf,60,5.27277,26.5069,60,7.54384,9.24699,60,6.03388,17.5324,60,7.54384,9.24699,60,6.03388,17.5324,60
35,3,11,5.25626,26.7704,60,7.81471,8.39536,60,2.69637,Inf,60,0,Inf,60,7.53814,9.26627,60,0,Inf,60,7.53814,9.26627,60
36,3,12,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60
37,4,1,16.1033,3.64342,60,16.0854,3.65217,60,16.103,3.6436,60,16.104,3.6431,60,16.1055,3.64238,60,16.104,3.6431,60,16.1055,3.64238,60
38,4,2,16.1033,3.64342,60,16.0854,3.65217,60,16.103,3.6436,60,16.104,3.6431,60,16.1055,3.64238,60,16.104,3.6431,60,16.1055,3.64238,60
39,4,3,14.2014,4.78933,60,8.61919,15.846,60,14.9938,4.25191,60,16.1042,3.643,60,10.453,9.71608,60,16.1042,3.643,60,10.453,9.71608,60
40,4,4,12.5671,6.29952,60,0,Inf,60,15.3903,4.01744,60,16.1043,3.64293,60,5.81269,50.6766,60,16.1043,3.64293,60,5.81269,50.6766,60
41,4,5,8.6433,15.7292,60,14.9608,4.27238,60,14.1938,4.795,60,10.4478,9.72803,60,11.4951,7.74254,60,10.4478,9.72803,60,11.4951,7.74254,60
42,4,6,0,Inf,60,15.3365,4.04805,60,12.5042,6.37208,60,5.80774,50.8194,60,10.5742,9.44817,60,5.80774,50.8194,60,10.5742,9.44817,60
43,4,7,14.9961,4.25045,60,14.1954,4.79377,60,8.63913,15.7494,60,11.5105,7.71828,60,16.1053,3.64249,60,11.5105,7.71828,60,16.1053,3.64249,60
44,4,8,15.3839,4.02109,60,12.5685,6.29789,60,0,Inf,60,10.6121,9.3666,60,16.1051,3.64255,60,10.6121,9.3666,60,16.1051,3.64255,60
45,4,9,0,Inf,60,9.07316,13.8543,60,13.0318,5.80141,60,9.91107,11.0751,60,0,Inf,60,9.91107,11.0751,60,0,Inf,60
46,4,10,13.0357,5.79753,60,4.39657,Inf,60,9.07738,13.8377,60,12.7286,6.11899,60,9.93208,11.017,60,12.7286,6.11899,60,9.93208,11.017,60
47,4,11,9.06447,13.8887,60,13.0221,5.81119,60,0,Inf,60,0,Inf,60,12.695,6.15587,60,0,Inf,60,12.695,6.15587,60
48,4,12,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60
49,5,1,20.8416,2.11384,60,20.8612,2.1097,60,20.7693,2.12921,60,20.8565,2.1107,60,20.8534,2.11137,60,20.8565,2.1107,60,20.8534,2.11137,60
50,5,2,20.8416,2.11384,60,20.8612,2.1097,60,20.7693,2.12921,60,20.8565,2.1107,60,20.8534,2.11137,60,20.8565,2.1107,60,20.8534,2.11137,60
51,5,3,18.5622,2.69382,60,11.9481,7.0751,60,19.4567,2.44033,60,20.8569,2.11062,60,14.0991,4.86639,60,20.8569,2.11062,60,14.0991,4.86639,60
52,5,4,16.1589,3.61656,60,0,Inf,60,20.0932,2.28144,60,20.8571,2.11058,60,7.47028,23.4748,60,20.8571,2.11058,60,7.47028,23.4748,60
53,5,5,11.9691,7.04632,60,19.4722,2.43628,60,18.5003,2.71282,60,14.0986,4.86676,60,15.2876,4.07621,60,14.0986,4.86676,60,15.2876,4.07621,60
54,5,6,0,Inf,60,20.0688,2.28723,60,16.1183,3.63616,60,7.45224,23.6374,60,14.0606,4.89593,60,7.45224,23.6374,60,14.0606,4.89593,60
55,5,7,19.4804,2.43414,60,18.571,2.69111,60,11.9679,7.04807,60,15.2877,4.07614,60,20.853,2.11144,60,15.2877,4.07614,60,20.853,2.11144,60
56,5,8,20.1051,2.27862,60,16.1567,3.61763,60,0,Inf,60,14.1012,4.86481,60,20.8528,2.11149,60,14.1012,4.86481,60,20.8528,2.11149,60
57,5,9,5.86279,49.2632,60,12.2947,6.62349,60,17.2407,3.14912,60,13.1301,5.70395,60,0,Inf,60,13.1301,5.70395,60,0,Inf,60
58,5,10,17.3291,3.11509,60,5.88609,48.6259,60,12.3554,6.549,60,17.0387,3.22906,60,13.1324,5.70166,60,17.0387,3.22906,60,13.1324,5.70166,60
59,5,11,12.3481,6.55794,60,17.3261,3.11623,60,5.85959,49.3518,60,0,Inf,60,17.0404,3.22834,60,0,Inf,60,17.0404,3.22834,60
60,5,12,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60
61,6,1,21.7566,1.93304,60,21.776,1.92946,60,21.6797,1.94733,60,21.7718,1.93024,60,21.7687,1.93081,60,21.7718,1.93024,60,21.7687,1.93081,60
62,6,2,21.7566,1.93304,60,21.776,1.92946,60,21.6797,1.94733,60,21.7718,1.93024,60,21.7687,1.93081,60,21.7718,1.93024,60,21.7687,1.93081,60
63,6,3,19.3575,2.46661,60,12.2374,6.69499,60,20.2581,2.24282,60,21.7722,1.93017,60,14.5932,4.5111,60,21.7722,1.93017,60,14.5932,4.5111,60
64,6,4,16.938,3.27006,60,0,Inf,60,20.8949,2.10263,60,21.7725,1.93012,60,7.88584,20.1614,60,21.7725,1.93012,60,7.88584,20.1614,60
65,6,5,12.2593,6.66747,60,20.2719,2.23962,60,19.2926,2.48405,60,14.5927,4.51149,60,15.7984,3.79649,60,14.5927,4.51149,60,15.7984,3.79649,60
66,6,6,0,Inf,60,20.8677,2.10835,60,16.8949,3.28787,60,7.86684,20.2967,60,14.5277,4.55585,60,7.86684,20.2967,60,14.5277,4.55585,60
67,6,7,20.2822,2.23726,60,19.3667,2.46417,60,12.2579,6.66926,60,15.7905,3.80056,60,21.7683,1.93088,60,15.7905,3.80056,60,21.7683,1.93088,60
68,6,8,20.9067,2.10017,60,16.9357,3.271,60,0,Inf,60,14.5703,4.52669,60,21.7681,1.93093,60,14.5703,4.52669,60,21.7681,1.93093,60
69,6,9,6.12575,42.7306,60,12.621,6.23837,60,17.8631,2.92105,60,13.6564,5.22341,60,0,Inf,60,13.6564,5.22341,60,0,Inf,60
70,6,10,17.9364,2.89587,60,6.1501,42.1924,60,12.683,6.16915,60,17.5912,3.01747,60,13.6499,5.22892,60,17.5912,3.01747,60,13.6499,5.22892,60
71,6,11,12.675,6.17801,60,17.9514,2.89077,60,6.13007,42.6345,60,0,Inf,60,17.5925,3.017,60,0,Inf,60,17.5925,3.017,60
72,6,12,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60
73,7,1,31.2887,0.992061,60,31.3089,0.990475,60,31.1575,1.00247,60,31.3044,0.990831,60,31.3038,0.990877,60,31.3044,0.990831,60,31.3038,0.990877,60
74,7,2,31.2887,0.992061,60,31.3089,0.990475,60,31.1575,1.00247,60,31.3044,0.990831,60,31.3038,0.990877,60,31.3044,0.990831,60,31.3038,0.990877,60
75,7,3,28.1754,1.28912,60,18.7062,3.72459,60,29.0315,1.19582,60,31.3053,0.99076,60,21.8894,2.45888,60,31.3053,0.99076,60,21.8894,2.45888,60
76,7,4,24.3264,1.87171,60,0,Inf,60,30.1759,1.08564,60,31.3059,0.990712,60,11.5595,14.6029,60,31.3059,0.990712,60,11.5595,14.6029,60
77,7,5,18.7158,3.71949,60,29.1783,1.1808,60,28.0594,1.30257,60,21.8851,2.46014,60,23.1629,2.12332,60,21.8851,2.46014,60,23.1629,2.12332,60
78,7,6,0,Inf,60,30.1205,1.09063,60,24.2469,1.88748,60,11.5513,14.6344,60,21.2639,2.65234,60,11.5513,14.6344,60,21.2639,2.65234,60
79,7,7,29.1772,1.18092,60,28.1805,1.28853,60,18.6207,3.77064,60,23.1535,2.12554,60,31.3029,0.990949,60,23.1535,2.12554,60,31.3029,0.990949,60
80,7,8,30.1702,1.08616,60,24.3258,1.87182,60,0,Inf,60,21.2954,2.64207,60,31.3023,0.990996,60,21.2954,2.64207,60,31.3023,0.990996,60
81,7,9,9.36131,28.3041,60,18.8182,3.66551,60,26.2843,1.53637,60,20.1143,3.07013,60,0,Inf,60,20.1143,3.07013,60,0,Inf,60
82,7,10,26.3932,1.52035,60,9.39808,27.9456,60,18.9129,3.6166,60,25.9611,1.5854,60,20.1152,3.06977,60,25.9611,1.5854,60,20.1152,3.06977,60
83,7,11,18.8991,3.62364,60,26.4019,1.51908,60,9.36592,28.2588,60,0,Inf,60,25.9582,1.58586,60,0,Inf,60,25.9582,1.58586,60
84,7,12,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60
85,8,1,38.3617,0.576341,60,38.2773,0.5796,60,38.3482,0.576863,60,38.3421,0.577095,60,38.3572,0.576515,60,38.3421,0.577095,60,38.3572,0.576515,60
86,8,2,38.3617,0.576341,60,38.2773,0.5796,60,38.3482,0.576863,60,38.3421,0.577095,60,38.3572,0.576515,60,38.3421,0.577095,60,38.3572,0.576515,60
87,8,3,34.7726,0.74408,60,23.5632,2.27215,60,35.7189,0.69329,60,38.3436,0.57704,60,27.444,1.43422,60,38.3436,0.57704,60,27.444,1.43422,60
88,8,4,29.8644,1.12631,60,0,Inf,60,36.9932,0.6328,60,38.3446,0.577,60,14.5074,12.9218,60,38.3446,0.577,60,14.5074,12.9218,60
89,8,5,23.6378,2.2498,60,35.6271,0.697985,60,34.7727,0.744074,60,27.4276,1.43672,60,28.5869,1.27488,60,27.4276,1.43672,60,28.5869,1.27488,60
90,8,6,0,Inf,60,36.8414,0.639574,60,29.7333,1.14032,60,14.5277,12.8478,60,26.1061,1.66169,60,14.5277,12.8478,60,26.1061,1.66169,60
91,8,7,35.7335,0.692547,60,34.7371,0.746097,60,23.5805,2.26694,60,28.626,1.26991,60,38.3558,0.57657,60,28.626,1.26991,60,38.3558,0.57657,60
92,8,8,36.9645,0.634074,60,29.875,1.12519,60,0,Inf,60,26.1829,1.64723,60,38.3547,0.576609,60,26.1829,1.64723,60,38.3547,0.576609,60
93,8,9,0,Inf,60,23.5002,2.29129,60,32.7272,0.87513,60,25.0012,1.89268,60,0,Inf,60,25.0012,1.89268,60,0,Inf,60
94,8,10,32.7097,0.876403,60,12.0596,28.9952,60,23.4676,2.30126,60,32.1553,0.918058,60,25.0175,1.88893,60,32.1553,0.918058,60,25.0175,1.88893,60
95,8,11,23.4359,2.31104,60,32.6629,0.879806,60,0,Inf,60,0,Inf,60,32.1166,0.921073,60,0,Inf,60,32.1166,0.921073,60
96,8,12,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60
97,9,1,41.4206,0.474825,60,41.3927,0.475624,60,41.2632,0.47936,60,41.4125,0.475058,60,41.4144,0.475003,60,41.4125,0.475058,60,41.4144,0.475003,60
98,9,2,41.4206,0.474825,60,41.3927,0.475624,60,41.2632,0.47936,60,41.4125,0.475058,60,41.4144,0.475003,60,41.4125,0.475058,60,41.4144,0.475003,60
99,9,3,37.6624,0.604191,60,25.8607,1.70921,60,38.5932,0.567553,60,41.4142,0.47501,60,29.9429,1.11804,60,41.4142,0.47501,60,29.9429,1.11804,60
100,9,4,32.2899,0.907668,60,0,Inf,60,39.9512,0.519868,60,41.4154,0.474974,60,15.8963,8.9591,60,41.4154,0.474974,60,15.8963,8.9591,60
101,9,5,25.89674,1.70211,60,38.54447,0.5693854,60,37.47471,0.6120121,60,29.92381,1.120041,60,31.08659,1.007266,60,29.92381,1.120041,60,31.08659,1.007266,60
102,9,6,0,Inf,60,39.85567,0.5230204,60,32.15281,0.9182478,60,15.87775,8.999964,60,28.26878,1.316451,60,15.87775,8.999964,60,28.26878,1.316451,60
103,9,7,38.59039,0.5676576,60,37.62148,0.6058821,60,25.88125,1.705158,60,31.11036,1.005142,60,41.41271,0.4750513,60,31.11036,1.005142,60,41.41271,0.4750513,60
104,9,8,39.95911,0.5196094,60,32.30239,0.9067153,60,0,Inf,60,28.35076,1.305545,60,41.41146,0.475087,60,28.35076,1.305545,60,41.41146,0.475087,60
105,9,9,0,Inf,60,25.59915,1.762136,60,35.52294,0.7033667,60,27.197,1.472558,60,0,Inf,60,27.197,1.472558,60,0,Inf,60
106,9,10,35.53349,0.7028188,60,13.3425,18.41421,60,25.57595,1.766948,60,34.89764,0.7370513,60,27.25262,1.46379,60,34.89764,0.7370513,60,27.25262,1.46379,60
107,9,11,25.53856,1.774743,60,35.44987,0.7071811,60,0,Inf,60,0,Inf,60,34.85437,0.7394719,60,0,Inf,60,34.85437,0.7394719,60
108,9,12,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60
109,10,1,49.10616,0.2284116,60,49.06464,0.2286375,60,48.86345,0.2297374,60,49.0999,0.2284457,60,49.09511,0.2284717,60,49.0999,0.2284457,60,49.09511,0.2284717,60
110,10,2,49.10616,0.2284117,60,49.06464,0.2286375,60,48.86345,0.2297374,60,49.0999,0.2284457,60,49.09511,0.2284717,60,49.0999,0.2284457,60,49.09511,0.2284717,60
111,10,3,45.02132,0.2529436,60,31.88967,0.4186658,60,45.8361,0.2476223,60,49.10231,0.2284326,60,36.46794,0.3334774,60,49.10231,0.2284326,60,36.46794,0.3334774,60
112,10,4,38.49539,0.3085135,60,0,Inf,60,47.39618,0.2380716,60,49.10424,0.2284221,60,19.64557,2.164002,60,49.10424,0.2284221,60,19.64557,2.164002,60
113,10,5,31.93512,0.4175211,60,45.76763,0.2480601,60,44.78256,0.2545516,60,36.48667,0.3332209,60,37.47197,0.3204472,60,36.48667,0.3332209,60,37.47197,0.3204472,60
114,10,6,0,Inf,60,47.27546,0.2387835,60,38.33399,0.3103146,60,19.63271,2.171716,60,33.86019,0.3755136,60,19.63271,2.171716,60,33.86019,0.3755136,60
115,10,7,45.84679,0.2475542,60,45.00573,0.2530479,60,31.95932,0.416915,60,37.50271,0.3200702,60,49.09269,0.2284848,60,37.50271,0.3200702,60,49.09269,0.2284848,60
116,10,8,47.40861,0.2379985,60,38.46856,0.3088109,60,0,Inf,60,33.96785,0.3734862,60,49.09075,0.2284954,60,33.96785,0.3734862,60,49.09075,0.2284954,60
117,10,9,16.94529,5.498719,60,31.00481,0.4426756,60,42.70772,0.2696007,60,32.97537,0.3933715,60,0,Inf,60,32.97537,0.3933715,60,0,Inf,60
118,10,10,42.72031,0.2695029,60,16.95812,5.468634,60,30.96758,0.4437636,60,41.96724,0.2755136,60,32.99516,0.3929472,60,41.96724,0.2755136,60,32.99516,0.3929472,60
119,10,11,30.9222,0.4450983,60,42.68217,0.2697995,60,16.93825,5.515312,60,0,Inf,60,41.8852,0.2761889,60,0,Inf,60,41.8852,0.2761889,60
120,10,12,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60
121,11,1,56.6744,0.4358065,60,56.49973,0.4382026,60,56.62882,0.4364287,60,56.59513,0.4368899,60,56.63962,0.436281,60,56.59513,0.4368899,60,56.63962,0.436281,60
122,11,2,56.6744,0.4358065,60,56.49973,0.4382026,60,56.62882,0.4364287,60,56.59513,0.4368899,60,56.63962,0.436281,60,56.59513,0.4368899,60,56.63962,0.436281,60
123,11,3,52.28781,0.50792,60,38.58096,1.185208,60,53.03081,0.4936849,60,56.59829,0.4368466,60,43.25902,0.8101808,60,56.59829,0.4368466,60,43.25902,0.8101808,60
124,11,4,44.63856,0.740523,60,0,Inf,60,54.7439,0.4642546,60,56.60112,0.4368078,60,0,Inf,60,56.60112,0.4368078,60,0,Inf,60
125,11,5,38.42163,1.203679,60,52.92116,0.4957253,60,52.34461,0.506797,60,43.22332,0.8121619,60,44.106,0.7659068,60,43.22332,0.8121619,60,44.106,0.7659068,60
126,11,6,0,Inf,60,54.56915,0.4670605,60,44.69215,0.7380652,60,0,Inf,60,39.64821,1.073692,60,0,Inf,60,39.64821,1.073692,60
127,11,7,53.06961,0.4929678,60,52.21698,0.5093288,60,38.40371,1.20579,60,44.14539,0.7639681,60,56.63646,0.4363242,60,44.14539,0.7639681,60,56.63646,0.4363242,60
128,11,8,54.6705,0.4654282,60,44.66259,0.7394186,60,0,Inf,60,39.57638,1.080584,60,56.63363,0.4363629,60,39.57638,1.080584,60,56.63363,0.4363629,60
129,11,9,0,Inf,60,36.57192,1.462221,60,50.01116,0.5583881,60,38.89134,1.150663,60,0,Inf,60,38.89134,1.150663,60,0,Inf,60
130,11,10,49.95132,0.5598751,60,0,Inf,60,36.61133,1.455722,60,49.09772,0.5821245,60,38.93634,1.145806,60,49.09772,0.5821245,60,38.93634,1.145806,60
131,11,11,36.73197,1.436134,60,49.88598,0.5615092,60,0,Inf,60,0,Inf,60,48.97467,0.5855002,60,0,Inf,60,48.97467,0.5855002,60
132,11,12,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60
133,12,1,59.68483,0.3990978,60,59.59559,0.4000751,60,59.73055,0.3985994,60,59.70783,0.3988469,60,59.64837,0.3994964,60,59.70783,0.3988469,60,59.64837,0.3994964,60
134,12,2,59.68483,0.3990978,60,59.59559,0.4000751,60,59.73055,0.3985994,60,59.70783,0.3988469,60,59.64837,0.3994964,60,59.70783,0.3988469,60,59.64837,0.3994964,60
135,12,3,55.22126,0.4567967,60,41.21944,0.9412061,60,56.07039,0.4442347,60,59.71127,0.3988093,60,46.08375,0.6797434,60,59.71127,0.3988093,60,46.08375,0.6797434,60
136,12,4,47.17183,0.6405636,60,0,Inf,60,57.68319,0.4225833,60,59.71449,0.3987742,60,0,Inf,60,59.71449,0.3987742,60,0,Inf,60
137,12,5,41.27411,0.9371566,60,55.92349,0.4463464,60,55.28173,0.455873,60,46.04529,0.681224,60,46.9966,0.6465387,60,46.04529,0.681224,60,46.9966,0.6465387,60
138,12,6,0,Inf,60,57.5063,0.4248291,60,47.2271,0.6387038,60,0,Inf,60,42.10358,0.8796173,60,0,Inf,60,42.10358,0.8796173,60
139,12,7,56.01104,0.4450849,60,55.24663,0.4564086,60,41.24483,0.939321,60,46.96755,0.6475413,60,59.64493,0.399534,60,46.96755,0.6475413,60,59.64493,0.399534,60
140,12,8,57.7147,0.4221862,60,47.19713,0.6397109,60,0,Inf,60,41.98754,0.8872479,60,59.64171,0.3995693,60,41.98754,0.8872479,60,59.64171,0.3995693,60
141,12,9,0,Inf,60,39.01219,1.137703,60,52.99114,0.4944208,60,41.43008,0.9257855,60,0,Inf,60,41.43008,0.9257855,60,0,Inf,60
142,12,10,53.02777,0.4937412,60,0,Inf,60,38.97242,1.141938,60,52.02434,0.5132082,60,41.45708,0.9238443,60,52.02434,0.5132082,60,41.45708,0.9238443,60
143,12,11,38.99536,1.139491,60,52.86251,0.4968251,60,0,Inf,60,0,Inf,60,51.95035,0.5147169,60,0,Inf,60,51.95035,0.5147169,60
144,12,12,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60
145,13,1,62.17618,0.6414487,60,62.10864,0.6431294,60,62.23964,0.6398782,60,62.20253,0.6407955,60,62.2545,0.6395115,60,62.20253,0.6407955,60,62.2545,0.6395115,60
146,13,2,62.17618,0.6414487,60,62.10864,0.6431294,60,62.23964,0.6398782,60,62.20253,0.6407955,60,62.2545,0.6395115,60,62.20253,0.6407955,60,62.2545,0.6395115,60
147,13,3,57.77226,0.7751919,60,43.84783,2.11573,60,58.54509,0.7476126,60,62.2062,0.6407046,60,48.52745,1.373371,60,62.2062,0.6407046,60,48.52745,1.373371,60
148,13,4,49.35215,1.288185,60,0,Inf,60,60.1259,0.6971073,60,62.20977,0.6406162,60,0,Inf,60,62.20977,0.6406162,60,0,Inf,60
149,13,5,43.75428,2.137048,60,58.43628,0.7513724,60,57.72751,0.7768532,60,48.49874,1.376515,60,49.45689,1.278035,60,48.49874,1.376515,60,49.45689,1.278035,60
150,13,6,0,Inf,60,60.36107,0.690201,60,49.37524,1.285935,60,0,Inf,60,44.14649,2.04992,60,0,Inf,60,44.14649,2.04992,60
151,13,7,58.5898,0.7460791,60,57.69976,0.7778875,60,43.74797,2.138497,60,49.43661,1.27999,60,62.25083,0.6396021,60,49.43661,1.27999,60,62.25083,0.6396021,60
152,13,8,60.15731,0.6961766,60,49.3665,1.286786,60,0,Inf,60,44.28775,2.019943,60,62.24725,0.6396902,60,44.28775,2.019943,60,62.24725,0.6396902,60
153,13,9,0,Inf,60,41.31606,2.840937,60,55.50603,0.8694986,60,43.67715,2.154886,60,0,Inf,60,43.67715,2.154886,60,0,Inf,60
154,13,10,55.54248,0.8678003,60,0,Inf,60,41.28159,2.853386,60,54.50369,0.9189128,60,43.69178,2.151484,60,54.50369,0.9189128,60,43.69178,2.151484,60
155,13,11,41.22663,2.873411,60,55.46041,0.871634,60,0,Inf,60,0,Inf,60,54.46821,0.9207629,60,0,Inf,60,54.46821,0.9207629,60
156,13,12,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60
