index,valorFusivel,tipoCurto,I_A_Isolador,Tempo_A_Isolador,I_B_Isolador,Tempo_B_Isolador,I_C_Isolador,Tempo_C_Isolador,I_A_Consumidor,Tempo_A_Consumidor,I_B_Consumidor,Tempo_B_Consumidor
29,6,4,21.6528,1.95236,21.6528,1.95236,21.6528,1.95236,21.6999,1.94356,21.6473,1.95339
30,6,5,21.6526,1.95239,21.6526,1.95239,21.6526,1.95239,21.6999,1.94355,21.6479,1.95327
31,7,1,31.4383,Inf,31.4383,Inf,31.4383,Inf,31.5002,Inf,31.4422,Inf
32,7,2,31.4384,Inf,31.4384,Inf,31.4384,Inf,31.4999,Inf,31.4426,Inf
33,7,3,31.438,Inf,31.438,Inf,31.438,Inf,31.5005,Inf,31.4426,Inf
34,7,4,31.4383,Inf,31.4383,Inf,31.4383,Inf,31.5005,Inf,31.442,Inf
35,7,5,31.4382,Inf,31.4382,Inf,31.4382,Inf,31.5006,Inf,31.4427,Inf
36,8,1,38.8418,0.558337,38.8418,0.558337,38.8418,0.558337,38.9111,0.555808,38.8579,0.557749
37,8,2,38.842,0.558331,38.842,0.558331,38.842,0.558331,38.9109,0.555816,38.8583,0.557736
38,8,3,38.8416,0.558345,38.8416,0.558345,38.8416,0.558345,38.9115,0.555796,38.8583,0.557735
39,8,4,38.8418,0.558337,38.8418,0.558337,38.8418,0.558337,38.9115,0.555795,38.8577,0.557756
40,8,5,38.8418,0.558339,38.8418,0.558339,38.8418,0.558339,38.9116,0.555793,38.8583,0.557733
41,9,1,42.1133,0.455626,42.1133,0.455626,42.1133,0.455626,42.1846,0.453717,42.136,0.455016
42,9,2,42.1134,0.455622,42.1134,0.455622,42.1134,0.455622,42.1844,0.453722,42.1364,0.455006
43,9,3,42.1131,0.455632,42.1131,0.455632,42.1131,0.455632,42.1849,0.453708,42.1364,0.455006
44,9,4,42.1133,0.455626,42.1133,0.455626,42.1133,0.455626,42.185,0.453707,42.1358,0.455021
45,9,5,42.1132,0.455627,42.1132,0.455627,42.1132,0.455627,42.185,0.453705,42.1365,0.455004
46,10,1,50.5144,0.220981,50.5144,0.220981,50.5144,0.220981,50.5869,0.220609,50.5581,0.220757
47,10,2,50.5145,0.22098,50.5145,0.22098,50.5145,0.22098,50.5867,0.22061,50.5584,0.220755
48,10,3,50.5142,0.220982,50.5142,0.220982,50.5142,0.220982,50.5873,0.220607,50.5584,0.220755
49,10,4,50.5144,0.220981,50.5144,0.220981,50.5144,0.220981,50.5873,0.220607,50.5579,0.220758
50,10,5,50.5144,0.220981,50.5144,0.220981,50.5144,0.220981,50.5874,0.220607,50.5585,0.220755
51,11,1,59.1638,0.404891,59.1638,0.404891,59.1638,0.404891,59.2311,0.404131,59.2346,0.404091
52,11,2,59.1639,0.404889,59.1639,0.404889,59.1639,0.404889,59.2309,0.404133,59.235,0.404087
53,11,3,59.1637,0.404892,59.1637,0.404892,59.1637,0.404892,59.2314,0.404127,59.235,0.404087
54,11,4,59.1638,0.404891,59.1638,0.404891,59.1638,0.404891,59.2314,0.404127,59.2345,0.404093
55,11,5,59.1638,0.404891,59.1638,0.404891,59.1638,0.404891,59.2315,0.404126,59.2351,0.404086
56,12,1,62.6696,0.36954,62.6696,0.36954,62.6696,0.36954,62.7327,0.368974,62.753,0.368793
57,12,2,62.6697,0.369539,62.6697,0.369539,62.6697,0.369539,62.7325,0.368976,62.7533,0.36879
58,12,3,62.6695,0.369541,62.6695,0.369541,62.6695,0.369541,62.733,0.368971,62.7533,0.36879
59,12,4,62.6696,0.36954,62.6696,0.36954,62.6696,0.36954,62.733,0.368971,62.7528,0.368794
60,12,5,62.6696,0.36954,62.6696,0.36954,62.6696,0.36954,62.7331,0.368971,62.7534,0.368789
61,13,1,65.7495,0.564494,65.7495,0.564494,65.7495,0.564494,65.8078,0.563407,65.8445,0.562726
62,13,2,65.7496,0.564492,65.7496,0.564492,65.7496,0.564492,65.8076,0.563411,65.8448,0.56272
63,13,3,65.7494,0.564495,65.7494,0.564495,65.7494,0.564495,65.8081,0.563402,65.8448,0.562721
64,13,4,65.7495,0.564494,65.7495,0.564494,65.7495,0.564494,65.8081,0.563401,65.8444,0.562729
65,13,5,65.7495,0.564493,65.7495,0.564493,65.7495,0.564493,65.8082,0.563401,65.8449,0.562719
66,14,1,70.8918,0.847301,70.8918,0.847301,70.8918,0.847301,70.9399,0.845652,71.0077,0.843338
67,14,2,70.8919,0.847298,70.8919,0.847298,70.8919,0.847298,70.9398,0.845658,71.008,0.843328
68,14,3,70.8918,0.847304,70.8918,0.847304,70.8918,0.847304,70.9402,0.845642,71.008,0.843329
69,14,4,70.8918,0.847301,70.8918,0.847301,70.8918,0.847301,70.9402,0.845641,71.0076,0.843342
70,14,5,70.8919,0.847301,70.8919,0.847301,70.8919,0.847301,70.9403,0.84564,71.0081,0.843325
