index,valorFusivel,tipoCurto,I_A_Isolador,Tempo_A_Isolador,Tempo_Abertura_A_Isolador,I_B_Isolador,Tempo_B_Isolador,Tempo_Abertura_B_Isolador,I_C_Isolador,Tempo_C_Isolador,Tempo_Abertura_C_Isolador,I_A1_Isolador,Tempo_A1_Isolador,Tempo_Abertura_A1_Isolador,I_B1_Isolador,Tempo_B1_Isolador,Tempo_Abertura_B1_Isolador,I_A_Consumidor,Tempo_A_Consumidor,Tempo_Abertura_A_Consumidor,I_B_Consumidor,Tempo_B_Consumidor,Tempo_Abertura_B_Consumidor
11,1,11,4.46814,45.5323,1.077,6.30606,15.3868,1.075,0,Inf,Inf,0,Inf,Inf,6.19589,16.2062,1.076,0,Inf,Inf,6.19589,16.2062,1.076
12,1,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
13,2,1,9.5322,4.96486,1.076,9.52507,4.97442,1.075,9.53293,4.96387,1.079,9.53399,4.96246,1.078,9.53415,4.96224,1.075,9.53399,4.96246,1.078,9.53415,4.96224,1.075
14,2,2,9.5322,4.96486,1.076,9.52507,4.97442,1.075,9.53293,4.96387,1.079,9.53399,4.96246,1.078,9.53415,4.96224,1.075,9.53399,4.96246,1.078,9.53415,4.96224,1.075
15,2,3,8.30714,7.11949,1.077,4.71478,38.0349,1.076,8.86081,6.0016,1.079,9.53406,4.96236,1.078,5.89507,18.7992,1.076,9.53406,4.96236,1.078,5.89507,18.7992,1.076
16,2,4,7.50763,9.37045,1.078,0,Inf,Inf,9.02762,5.71583,1.078,9.5341,4.96231,1.078,3.5205,Inf,1.079,9.5341,4.96231,1.078,3.5205,Inf,1.079
17,2,5,4.72848,37.6717,1.077,8.84256,6.03417,1.075,8.26585,7.215,1.076,5.88811,18.8662,1.08,6.64978,13.1882,1.075,5.88811,18.8662,1.08,6.64978,13.1882,1.075
18,2,6,0,Inf,Inf,8.99866,5.76398,1.075,7.48008,9.46605,1.075,3.50852,Inf,1.084,6.10159,16.9595,1.076,3.50852,Inf,1.084,6.10159,16.9595,1.076
19,2,7,8.86159,6.00023,1.076,8.30564,7.12293,1.075,4.71937,37.9127,1.081,6.65324,13.1685,1.077,9.53408,4.96233,1.075,6.65324,13.1685,1.077,9.53408,4.96233,1.075
20,2,8,9.02719,5.71654,1.075,7.50796,9.36933,1.075,0,Inf,Inf,6.12029,16.806,1.077,9.53404,4.96239,1.075,6.12029,16.806,1.077,9.53404,4.96239,1.075
21,2,9,2.53557,Inf,1.091,5.08599,29.7233,1.081,7.46539,9.51759,1.079,5.72785,20.5109,1.08,0,Inf,Inf,5.72785,20.5109,1.08,0,Inf,Inf
22,2,10,7.46474,9.51988,1.076,2.54086,Inf,1.078,5.08771,29.6911,1.078,7.22996,10.404,1.077,5.72936,20.4944,1.077,7.22996,10.404,1.077,5.72936,20.4944,1.077
23,2,11,5.07183,29.9899,1.077,7.45819,9.54304,1.075,0,Inf,Inf,0,Inf,Inf,7.22466,10.4253,1.075,0,Inf,Inf,7.22466,10.4253,1.075
24,2,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
25,3,1,10.1236,4.25797,1.076,10.1253,4.25615,1.074,10.1132,4.26906,1.078,10.1193,4.26264,1.077,10.1257,4.25583,1.075,10.1193,4.26264,1.077,10.1257,4.25583,1.075
26,3,2,10.1236,4.25797,1.076,10.1253,4.25615,1.074,10.1132,4.26906,1.078,10.1193,4.26264,1.077,10.1257,4.25583,1.075,10.1193,4.26264,1.077,10.1257,4.25583,1.075
27,3,3,8.80787,6.09677,1.077,4.85277,34.594,1.076,9.38143,5.17305,1.078,10.1193,4.26255,1.077,6.17853,16.3411,1.076,10.1193,4.26255,1.077,6.17853,16.3411,1.076
28,3,4,8.01369,7.84186,1.078,0,Inf,Inf,9.54454,4.94837,1.078,10.1194,4.2625,1.077,3.80044,Inf,1.079,10.1194,4.2625,1.077,3.80044,Inf,1.079
29,3,5,4.86693,34.2665,1.077,9.36343,5.19878,1.075,8.76827,6.16941,1.075,6.17149,16.3963,1.08,6.97111,11.527,1.075,6.17149,16.3963,1.08,6.97111,11.527,1.075
30,3,6,0,Inf,Inf,9.51344,4.99007,1.075,7.98414,7.92058,1.075,3.79175,Inf,1.083,6.40244,14.7189,1.076,3.79175,Inf,1.083,6.40244,14.7189,1.076
31,3,7,9.37965,5.17558,1.075,8.80637,6.0995,1.075,4.85746,34.485,1.081,6.97512,11.5083,1.077,10.1256,4.25592,1.075,6.97512,11.5083,1.077,10.1256,4.25592,1.075
32,3,8,9.54414,4.9489,1.075,8.01404,7.84092,1.075,0,Inf,Inf,6.43038,14.5333,1.076,10.1255,4.25597,1.075,6.43038,14.5333,1.076,10.1255,4.25597,1.075
33,3,9,2.70252,Inf,1.089,5.27094,26.5359,1.081,7.82246,8.37274,1.079,6.03051,17.5616,1.08,0,Inf,Inf,6.03051,17.5616,1.08,0,Inf,Inf
34,3,10,7.82183,8.37457,1.076,2.70173,Inf,1.078,5.27277,26.5069,1.078,7.54384,9.24699,1.077,6.03388,17.5324,1.076,7.54384,9.24699,1.077,6.03388,17.5324,1.076
35,3,11,5.25626,26.7704,1.077,7.81471,8.39536,1.075,2.69637,Inf,1.086,0,Inf,Inf,7.53814,9.26627,1.075,0,Inf,Inf,7.53814,9.26627,1.075
36,3,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
37,4,1,16.1033,3.64342,1.076,16.0854,3.65217,1.075,16.103,3.6436,1.079,16.104,3.6431,1.078,16.1055,3.64238,1.075,16.104,3.6431,1.078,16.1055,3.64238,1.075
38,4,2,16.1033,3.64342,1.076,16.0854,3.65217,1.075,16.103,3.6436,1.079,16.104,3.6431,1.078,16.1055,3.64238,1.075,16.104,3.6431,1.078,16.1055,3.64238,1.075
39,4,3,14.2014,4.78933,1.077,8.61919,15.846,1.077,14.9938,4.25191,1.079,16.1042,3.643,1.078,10.453,9.71608,1.077,16.1042,3.643,1.078,10.453,9.71608,1.077
40,4,4,12.5671,6.29952,1.078,0,Inf,Inf,15.3903,4.01744,1.078,16.1043,3.64293,1.078,5.81269,50.6766,1.08,16.1043,3.64293,1.078,5.81269,50.6766,1.08
41,4,5,8.6433,15.7292,1.078,14.9608,4.27238,1.075,14.1938,4.795,1.079,10.4478,9.72803,1.08,11.4951,7.74254,1.076,10.4478,9.72803,1.08,11.4951,7.74254,1.076
42,4,6,0,Inf,Inf,15.3365,4.04805,1.075,12.5042,6.37208,1.076,5.80774,50.8194,1.093,10.5742,9.44817,1.077,5.80774,50.8194,1.093,10.5742,9.44817,1.077
43,4,7,14.9961,4.25045,1.076,14.1954,4.79377,1.075,8.63913,15.7494,1.081,11.5105,7.71828,1.078,16.1053,3.64249,1.075,11.5105,7.71828,1.078,16.1053,3.64249,1.075
44,4,8,15.3839,4.02109,1.076,12.5685,6.29789,1.075,0,Inf,Inf,10.6121,9.3666,1.077,16.1051,3.64255,1.075,10.6121,9.3666,1.077,16.1051,3.64255,1.075
45,4,9,0,Inf,Inf,9.07316,13.8543,1.082,13.0318,5.80141,1.08,9.91107,11.0751,1.081,0,Inf,Inf,9.91107,11.0751,1.081,0,Inf,Inf
46,4,10,13.0357,5.79753,1.077,4.39657,Inf,1.08,9.07738,13.8377,1.079,12.7286,6.11899,1.077,9.93208,11.017,1.077,12.7286,6.11899,1.077,9.93208,11.017,1.077
47,4,11,9.06447,13.8887,1.077,13.0221,5.81119,1.075,0,Inf,Inf,0,Inf,Inf,12.695,6.15587,1.076,0,Inf,Inf,12.695,6.15587,1.076
48,4,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
49,5,1,20.8416,2.11384,1.075,20.8612,2.1097,1.074,20.7693,2.12921,1.074,20.8565,2.1107,1.077,20.8534,2.11137,1.074,20.8565,2.1107,1.077,20.8534,2.11137,1.074
50,5,2,20.8416,2.11384,1.075,20.8612,2.1097,1.074,20.7693,2.12921,1.074,20.8565,2.1107,1.077,20.8534,2.11137,1.074,20.8565,2.1107,1.077,20.8534,2.11137,1.074
51,5,3,18.5622,2.69382,1.076,11.9481,7.0751,1.075,19.4567,2.44033,1.077,20.8569,2.11062,1.077,14.0991,4.86639,1.075,20.8569,2.11062,1.077,14.0991,4.86639,1.075
52,5,4,16.1589,3.61656,1.077,0,Inf,Inf,20.0932,2.28144,1.077,20.8571,2.11058,1.077,7.47028,23.4748,1.078,20.8571,2.11058,1.077,7.47028,23.4748,1.078
53,5,5,11.9691,7.04632,1.076,19.4722,2.43628,1.074,18.5003,2.71282,1.074,14.0986,4.86676,1.078,15.2876,4.07621,1.074,14.0986,4.86676,1.078,15.2876,4.07621,1.074
54,5,6,0,Inf,Inf,20.0688,2.28723,1.074,16.1183,3.63616,1.074,7.45224,23.6374,1.082,14.0606,4.89593,1.075,7.45224,23.6374,1.082,14.0606,4.89593,1.075
55,5,7,19.4804,2.43414,1.075,18.571,2.69111,1.074,11.9679,7.04807,1.079,15.2877,4.07614,1.077,20.853,2.11144,1.074,15.2877,4.07614,1.077,20.853,2.11144,1.074
56,5,8,20.1051,2.27862,1.075,16.1567,3.61763,1.074,0,Inf,Inf,14.1012,4.86481,1.076,20.8528,2.11149,1.074,14.1012,4.86481,1.076,20.8528,2.11149,1.074
57,5,9,5.86279,49.2632,1.081,12.2947,6.62349,1.076,17.2407,3.14912,1.075,13.1301,5.70395,1.079,0,Inf,Inf,13.1301,5.70395,1.079,0,Inf,Inf
58,5,10,17.3291,3.11509,1.076,5.88609,48.6259,1.076,12.3554,6.549,1.077,17.0387,3.22906,1.076,13.1324,5.70166,1.076,17.0387,3.22906,1.076,13.1324,5.70166,1.076
59,5,11,12.3481,6.55794,1.075,17.3261,3.11623,1.074,5.85959,49.3518,1.076,0,Inf,Inf,17.0404,3.22834,1.074,0,Inf,Inf,17.0404,3.22834,1.074
60,5,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
61,6,1,21.7566,1.93304,1.075,21.776,1.92946,1.074,21.6797,1.94733,1.074,21.7718,1.93024,1.077,21.7687,1.93081,1.074,21.7718,1.93024,1.077,21.7687,1.93081,1.074
62,6,2,21.7566,1.93304,1.075,21.776,1.92946,1.074,21.6797,1.94733,1.074,21.7718,1.93024,1.077,21.7687,1.93081,1.074,21.7718,1.93024,1.077,21.7687,1.93081,1.074
63,6,3,19.3575,2.46661,1.076,12.2374,6.69499,1.075,20.2581,2.24282,1.077,21.7722,1.93017,1.077,14.5932,4.5111,1.075,21.7722,1.93017,1.077,14.5932,4.5111,1.075
64,6,4,16.938,3.27006,1.077,0,Inf,Inf,20.8949,2.10263,1.077,21.7725,1.93012,1.077,7.88584,20.1614,1.078,21.7725,1.93012,1.077,7.88584,20.1614,1.078
65,6,5,12.2593,6.66747,1.076,20.2719,2.23962,1.074,19.2926,2.48405,1.074,14.5927,4.51149,1.078,15.7984,3.79649,1.074,14.5927,4.51149,1.078,15.7984,3.79649,1.074
66,6,6,0,Inf,Inf,20.8677,2.10835,1.074,16.8949,3.28787,1.074,7.86684,20.2967,1.082,14.5277,4.55585,1.075,7.86684,20.2967,1.082,14.5277,4.55585,1.075
67,6,7,20.2822,2.23726,1.075,19.3667,2.46417,1.074,12.2579,6.66926,1.079,15.7905,3.80056,1.076,21.7683,1.93088,1.074,15.7905,3.80056,1.076,21.7683,1.93088,1.074
68,6,8,20.9067,2.10017,1.075,16.9357,3.271,1.074,0,Inf,Inf,14.5703,4.52669,1.076,21.7681,1.93093,1.074,14.5703,4.52669,1.076,21.7681,1.93093,1.074
69,6,9,6.12575,42.7306,1.081,12.621,6.23837,1.076,17.8631,2.92105,1.075,13.6564,5.22341,1.079,0,Inf,Inf,13.6564,5.22341,1.079,0,Inf,Inf
70,6,10,17.9364,2.89587,1.075,6.1501,42.1924,1.076,12.683,6.16915,1.077,17.5912,3.01747,1.076,13.6499,5.22892,1.075,17.5912,3.01747,1.076,13.6499,5.22892,1.075
71,6,11,12.675,6.17801,1.075,17.9514,2.89077,1.074,6.13007,42.6345,1.075,0,Inf,Inf,17.5925,3.017,1.074,0,Inf,Inf,17.5925,3.017,1.074
72,6,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
73,7,1,31.2887,0.992061,1.075,31.3089,0.990475,1.073,31.1575,1.00247,1.074,31.3044,0.990831,1.077,31.3038,0.990877,1.074,31.3044,0.990831,1.077,31.3038,0.990877,1.074
74,7,2,31.2887,0.992061,1.075,31.3089,0.990475,1.073,31.1575,1.00247,1.074,31.3044,0.990831,1.077,31.3038,0.990877,1.074,31.3044,0.990831,1.077,31.3038,0.990877,1.074
75,7,3,28.1754,1.28912,1.076,18.7062,3.72459,1.074,29.0315,1.19582,1.074,31.3053,0.99076,1.077,21.8894,2.45888,1.075,31.3053,0.99076,1.077,21.8894,2.45888,1.075
76,7,4,24.3264,1.87171,1.077,0,Inf,Inf,30.1759,1.08564,1.077,31.3059,0.990712,1.077,11.5595,14.6029,1.078,31.3059,0.990712,1.077,11.5595,14.6029,1.078
77,7,5,18.7158,3.71949,1.076,29.1783,1.1808,1.073,28.0594,1.30257,1.074,21.8851,2.46014,1.078,23.1629,2.12332,1.074,21.8851,2.46014,1.078,23.1629,2.12332,1.074
78,7,6,0,Inf,Inf,30.1205,1.09063,1.074,24.2469,1.88748,1.074,11.5513,14.6344,1.081,21.2639,2.65234,1.074,11.5513,14.6344,1.081,21.2639,2.65234,1.074
79,7,7,29.1772,1.18092,1.075,28.1805,1.28853,1.074,18.6207,3.77064,1.075,23.1535,2.12554,1.076,31.3029,0.990949,1.074,23.1535,2.12554,1.076,31.3029,0.990949,1.074
80,7,8,30.1702,1.08616,1.074,24.3258,1.87182,1.074,0,Inf,Inf,21.2954,2.64207,1.075,31.3023,0.990996,1.074,21.2954,2.64207,1.075,31.3023,0.990996,1.074
81,7,9,9.36131,28.3041,1.081,18.8182,3.66551,1.075,26.2843,1.53637,1.074,20.1143,3.07013,1.079,0,Inf,Inf,20.1143,3.07013,1.079,0,Inf,Inf
82,7,10,26.3932,1.52035,1.075,9.39808,27.9456,1.076,18.9129,3.6166,1.077,25.9611,1.5854,1.076,20.1152,3.06977,1.075,25.9611,1.5854,1.076,20.1152,3.06977,1.075
83,7,11,18.8991,3.62364,1.075,26.4019,1.51908,1.074,9.36592,28.2588,1.075,0,Inf,Inf,25.9582,1.58586,1.074,0,Inf,Inf,25.9582,1.58586,1.074
84,7,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
85,8,1,38.3617,0.576341,1.076,38.2773,0.5796,1.075,38.3482,0.576863,1.079,38.3421,0.577095,1.078,38.3572,0.576515,1.075,38.3421,0.577095,1.078,38.3572,0.576515,1.075
86,8,2,38.3617,0.576341,1.076,38.2773,0.5796,1.075,38.3482,0.576863,1.079,38.3421,0.577095,1.078,38.3572,0.576515,1.075,38.3421,0.577095,1.078,38.3572,0.576515,1.075
87,8,3,34.7726,0.74408,1.077,23.5632,2.27215,1.076,35.7189,0.69329,1.079,38.3436,0.57704,1.078,27.444,1.43422,1.076,38.3436,0.57704,1.078,27.444,1.43422,1.076
88,8,4,29.8644,1.12631,1.078,0,Inf,Inf,36.9932,0.6328,1.078,38.3446,0.577,1.078,14.5074,12.9218,1.08,38.3446,0.577,1.078,14.5074,12.9218,1.08
89,8,5,23.6378,2.2498,1.077,35.6271,0.697985,1.075,34.7727,0.744074,1.079,27.4276,1.43672,1.079,28.5869,1.27488,1.076,27.4276,1.43672,1.079,28.5869,1.27488,1.076
90,8,6,0,Inf,Inf,36.8414,0.639574,1.075,29.7333,1.14032,1.076,14.5277,12.8478,1.093,26.1061,1.66169,1.076,14.5277,12.8478,1.093,26.1061,1.66169,1.076
91,8,7,35.7335,0.692547,1.076,34.7371,0.746097,1.075,23.5805,2.26694,1.081,28.626,1.26991,1.078,38.3558,0.57657,1.075,28.626,1.26991,1.078,38.3558,0.57657,1.075
92,8,8,36.9645,0.634074,1.076,29.875,1.12519,1.075,0,Inf,Inf,26.1829,1.64723,1.077,38.3547,0.576609,1.075,26.1829,1.64723,1.077,38.3547,0.576609,1.075
93,8,9,0,Inf,Inf,23.5002,2.29129,1.081,32.7272,0.87513,1.079,25.0012,1.89268,1.08,0,Inf,Inf,25.0012,1.89268,1.08,0,Inf,Inf
94,8,10,32.7097,0.876403,1.077,12.0596,28.9952,1.087,23.4676,2.30126,1.079,32.1553,0.918058,1.077,25.0175,1.88893,1.077,32.1553,0.918058,1.077,25.0175,1.88893,1.077
95,8,11,23.4359,2.31104,1.077,32.6629,0.879806,1.075,0,Inf,Inf,0,Inf,Inf,32.1166,0.921073,1.075,0,Inf,Inf,32.1166,0.921073,1.075
96,8,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
97,9,1,41.4206,0.474825,1.076,41.3927,0.475624,1.074,41.2632,0.47936,1.076,41.4125,0.475058,1.077,41.4144,0.475003,1.075,41.4125,0.475058,1.077,41.4144,0.475003,1.075
98,9,2,41.4206,0.474825,1.076,41.3927,0.475624,1.074,41.2632,0.47936,1.076,41.4125,0.475058,1.077,41.4144,0.475003,1.075,41.4125,0.475058,1.077,41.4144,0.475003,1.075
99,9,3,37.6624,0.604191,1.077,25.8607,1.70921,1.075,38.5932,0.567553,1.078,41.4142,0.47501,1.077,29.9429,1.11804,1.076,41.4142,0.47501,1.077,29.9429,1.11804,1.076
100,9,4,32.2899,0.907668,1.078,0,Inf,Inf,39.9512,0.519868,1.078,41.4154,0.474974,1.077,15.8963,8.9591,1.079,41.4154,0.474974,1.077,15.8963,8.9591,1.079
101,9,5,25.89674,1.70211,1.077,38.54447,0.5693854,1.074,37.47471,0.6120121,1.075,29.92381,1.120041,1.079,31.08659,1.007266,1.075,29.92381,1.120041,1.079,31.08659,1.007266,1.075
102,9,6,0,Inf,Inf,39.85567,0.5230204,1.074,32.15281,0.9182478,1.075,15.87775,8.999964,1.083,28.26878,1.316451,1.076,15.87775,8.999964,1.083,28.26878,1.316451,1.076
103,9,7,38.59039,0.5676576,1.076,37.62148,0.6058821,1.075,25.88125,1.705158,1.08,31.11036,1.005142,1.077,41.41271,0.4750513,1.075,31.11036,1.005142,1.077,41.41271,0.4750513,1.075
104,9,8,39.95911,0.5196094,1.075,32.30239,0.9067153,1.075,0,Inf,Inf,28.35076,1.305545,1.077,41.41146,0.475087,1.075,28.35076,1.305545,1.077,41.41146,0.475087,1.075
105,9,9,0,Inf,Inf,25.59915,1.762136,1.08,35.52294,0.7033667,1.079,27.197,1.472558,1.08,0,Inf,Inf,27.197,1.472558,1.08,0,Inf,Inf
106,9,10,35.53349,0.7028188,1.076,13.3425,18.41421,1.078,25.57595,1.766948,1.078,34.89764,0.7370513,1.077,27.25262,1.46379,1.076,34.89764,0.7370513,1.077,27.25262,1.46379,1.076
107,9,11,25.53856,1.774743,1.076,35.44987,0.7071811,1.075,0,Inf,Inf,0,Inf,Inf,34.85437,0.7394719,1.075,0,Inf,Inf,34.85437,0.7394719,1.075
108,9,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
109,10,1,49.10616,0.2284116,1.076,49.06464,0.2286375,1.074,48.86345,0.2297374,1.075,49.0999,0.2284457,1.077,49.09511,0.2284717,1.075,49.0999,0.2284457,1.077,49.09511,0.2284717,1.075
110,10,2,49.10616,0.2284117,1.076,49.06464,0.2286375,1.074,48.86345,0.2297374,1.075,49.0999,0.2284457,1.077,49.09511,0.2284717,1.075,49.0999,0.2284457,1.077,49.09511,0.2284717,1.075
111,10,3,45.02132,0.2529436,1.076,31.88967,0.4186658,1.075,45.8361,0.2476223,1.078,49.10231,0.2284326,1.077,36.46794,0.3334774,1.076,49.10231,0.2284326,1.077,36.46794,0.3334774,1.076
112,10,4,38.49539,0.3085135,1.077,0,Inf,Inf,47.39618,0.2380716,1.078,49.10424,0.2284221,1.077,19.64557,2.164002,1.079,49.10424,0.2284221,1.077,19.64557,2.164002,1.079
113,10,5,31.93512,0.4175211,1.077,45.76763,0.2480601,1.074,44.78256,0.2545516,1.075,36.48667,0.3332209,1.078,37.47197,0.3204472,1.075,36.48667,0.3332209,1.078,37.47197,0.3204472,1.075
114,10,6,0,Inf,Inf,47.27546,0.2387835,1.074,38.33399,0.3103146,1.074,19.63271,2.171716,1.083,33.86019,0.3755136,1.075,19.63271,2.171716,1.083,33.86019,0.3755136,1.075
115,10,7,45.84679,0.2475542,1.075,45.00573,0.2530479,1.074,31.95932,0.416915,1.079,37.50271,0.3200702,1.077,49.09269,0.2284848,1.075,37.50271,0.3200702,1.077,49.09269,0.2284848,1.075
116,10,8,47.40861,0.2379985,1.075,38.46856,0.3088109,1.075,0,Inf,Inf,33.96785,0.3734862,1.076,49.09075,0.2284954,1.075,33.96785,0.3734862,1.076,49.09075,0.2284954,1.075
117,10,9,16.94529,5.498719,1.09,31.00481,0.4426756,1.079,42.70772,0.2696007,1.078,32.97537,0.3933715,1.079,0,Inf,Inf,32.97537,0.3933715,1.079,0,Inf,Inf
118,10,10,42.72031,0.2695029,1.076,16.95812,5.468634,1.077,30.96758,0.4437636,1.078,41.96724,0.2755136,1.076,32.99516,0.3929472,1.076,41.96724,0.2755136,1.076,32.99516,0.3929472,1.076
119,10,11,30.9222,0.4450983,1.076,42.68217,0.2697995,1.074,16.93825,5.515312,1.084,0,Inf,Inf,41.8852,0.2761889,1.075,0,Inf,Inf,41.8852,0.2761889,1.075
120,10,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
121,11,1,56.6744,0.4358065,1.077,56.49973,0.4382026,1.076,56.62882,0.4364287,1.08,56.59513,0.4368899,1.079,56.63962,0.436281,1.076,56.59513,0.4368899,1.079,56.63962,0.436281,1.076
122,11,2,56.6744,0.4358065,1.077,56.49973,0.4382026,1.076,56.62882,0.4364287,1.08,56.59513,0.4368899,1.079,56.63962,0.436281,1.076,56.59513,0.4368899,1.079,56.63962,0.436281,1.076
123,11,3,52.28781,0.50792,1.078,38.58096,1.185208,1.082,53.03081,0.4936849,1.08,56.59829,0.4368466,1.079,43.25902,0.8101808,1.077,56.59829,0.4368466,1.079,43.25902,0.8101808,1.077
124,11,4,44.63856,0.740523,1.079,0,Inf,Inf,54.7439,0.4642546,1.079,56.60112,0.4368078,1.079,0,Inf,Inf,56.60112,0.4368078,1.079,0,Inf,Inf
125,11,5,38.42163,1.203679,1.079,52.92116,0.4957253,1.076,52.34461,0.506797,1.08,43.22332,0.8121619,1.08,44.106,0.7659068,1.077,43.22332,0.8121619,1.08,44.106,0.7659068,1.077
126,11,6,0,Inf,Inf,54.56915,0.4670605,1.076,44.69215,0.7380652,1.081,0,Inf,Inf,39.64821,1.073692,1.083,0,Inf,Inf,39.64821,1.073692,1.083
127,11,7,53.06961,0.4929678,1.077,52.21698,0.5093288,1.076,38.40371,1.20579,1.082,44.14539,0.7639681,1.079,56.63646,0.4363242,1.076,44.14539,0.7639681,1.079,56.63646,0.4363242,1.076
128,11,8,54.6705,0.4654282,1.077,44.66259,0.7394186,1.076,0,Inf,Inf,39.57638,1.080584,1.079,56.63363,0.4363629,1.076,39.57638,1.080584,1.079,56.63363,0.4363629,1.076
129,11,9,0,Inf,Inf,36.57192,1.462221,1.083,50.01116,0.5583881,1.08,38.89134,1.150663,1.082,0,Inf,Inf,38.89134,1.150663,1.082,0,Inf,Inf
130,11,10,49.95132,0.5598751,1.078,0,Inf,Inf,36.61133,1.455722,1.082,49.09772,0.5821245,1.078,38.93634,1.145806,1.078,49.09772,0.5821245,1.078,38.93634,1.145806,1.078
131,11,11,36.73197,1.436134,1.083,49.88598,0.5615092,1.076,0,Inf,Inf,0,Inf,Inf,48.97467,0.5855002,1.077,0,Inf,Inf,48.97467,0.5855002,1.077
132,11,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
133,12,1,59.68483,0.3990978,1.077,59.59559,0.4000751,1.075,59.73055,0.3985994,1.079,59.70783,0.3988469,1.078,59.64837,0.3994964,1.076,59.70783,0.3988469,1.078,59.64837,0.3994964,1.076
134,12,2,59.68483,0.3990978,1.077,59.59559,0.4000751,1.075,59.73055,0.3985994,1.079,59.70783,0.3988469,1.078,59.64837,0.3994964,1.076,59.70783,0.3988469,1.078,59.64837,0.3994964,1.076
