index,valorFusivel,tipoCurto,I_A_Isolador,Tempo_A_Isolador,I_B_Isolador,Tempo_B_Isolador,I_C_Isolador,Tempo_C_Isolador,I_A1_Isolador,Tempo_A1_Isolador,I_B1_Isolador,Tempo_B1_Isolador,I_A_Consumidor,Tempo_A_Consumidor,I_B_Consumidor,Tempo_B_Consumidor
28,6,3,24.1008,Inf,24.1008,Inf,24.1008,Inf,Inf,0,Inf,35.6961,Inf,0,Inf,0
29,6,4,39.6071,0.553488,39.6071,0.553488,39.6071,0.553488,Inf,37.1259,Inf,31.8202,Inf,0,Inf,0
30,6,5,0,Inf,0,Inf,0,Inf,Inf,0,Inf,0,Inf,0,Inf,0
31,7,1,13.615,Inf,13.615,Inf,13.615,Inf,Inf,13.6415,Inf,13.6208,Inf,13.6353,Inf,13.6146
32,7,2,21.3409,Inf,21.3409,Inf,21.3409,Inf,Inf,13.641,Inf,13.6188,Inf,13.6352,Inf,13.6151
33,7,3,13.6135,Inf,13.6135,Inf,13.6135,Inf,Inf,13.6395,Inf,13.6203,Inf,13.6358,Inf,13.6149
34,7,4,13.615,Inf,13.615,Inf,13.615,Inf,Inf,13.6409,Inf,13.6203,Inf,13.6356,Inf,13.6145
35,7,5,13.6126,Inf,13.6126,Inf,13.6126,Inf,Inf,13.639,Inf,13.6183,Inf,13.6359,Inf,13.6152
36,8,1,17.4267,Inf,17.4267,Inf,17.4267,Inf,Inf,17.4603,Inf,17.4341,Inf,17.4544,Inf,17.4282
37,8,2,17.4254,Inf,17.4254,Inf,17.4254,Inf,Inf,17.4599,Inf,17.4323,Inf,17.4544,Inf,17.4287
38,8,3,17.4253,Inf,17.4253,Inf,17.4253,Inf,Inf,17.4585,Inf,17.4336,Inf,17.4549,Inf,17.4285
39,8,4,17.4267,Inf,17.4267,Inf,17.4267,Inf,Inf,17.4598,Inf,17.4336,Inf,17.4547,Inf,17.4281
40,8,5,17.4244,Inf,17.4244,Inf,17.4244,Inf,Inf,17.458,Inf,17.4318,Inf,17.4551,Inf,17.4289
41,9,1,19.2206,Inf,19.2206,Inf,19.2206,Inf,4.42153,19.2576,Inf,19.2288,Inf,19.2518,Inf,19.223
42,9,2,19.2193,Inf,19.2193,Inf,19.2193,Inf,Inf,19.2572,Inf,19.227,Inf,19.2517,Inf,19.2236
43,9,3,19.2193,Inf,19.2193,Inf,19.2193,Inf,Inf,19.2558,Inf,19.2284,Inf,19.2523,Inf,19.2233
44,9,4,19.2206,Inf,19.2206,Inf,19.2206,Inf,4.4219,19.2571,Inf,19.2284,Inf,19.2521,Inf,19.2229
45,9,5,19.2184,Inf,19.2184,Inf,19.2184,Inf,Inf,19.2554,Inf,19.2266,Inf,19.2525,Inf,19.2237
46,10,1,24.2042,0.863493,24.2042,0.863493,24.2042,0.863493,0.857767,24.2504,0.862186,24.2147,0.858443,24.2449,0.862869,24.2092
47,10,2,24.203,0.863635,24.203,0.863635,24.203,0.863635,0.857812,24.25,0.862379,24.2131,0.858448,24.2449,0.862789,24.2098
48,10,3,24.203,0.863639,24.203,0.863639,24.203,0.863639,0.857961,24.2488,0.862233,24.2143,0.858366,24.2455,0.862825,24.2095
49,10,4,24.2042,0.863489,24.2042,0.863489,24.2042,0.863489,0.857818,24.25,0.862233,24.2143,0.8584,24.2452,0.862871,24.2092
50,10,5,24.2023,0.86373,24.2023,0.86373,24.2023,0.86373,0.858005,24.2484,0.862428,24.2127,0.858344,24.2457,0.86277,24.21
51,11,1,30.0479,Inf,30.0479,Inf,30.0479,Inf,Inf,30.1048,Inf,30.0612,Inf,30.0997,Inf,30.0561
52,11,2,30.047,Inf,30.047,Inf,30.047,Inf,Inf,30.1045,Inf,30.0598,Inf,30.0997,Inf,30.0567
53,11,3,30.0469,Inf,30.0469,Inf,30.0469,Inf,Inf,30.1034,Inf,30.0608,Inf,30.1004,Inf,30.0564
54,11,4,30.0479,Inf,30.0479,Inf,30.0479,Inf,Inf,30.1044,Inf,30.0608,Inf,30.1,Inf,30.0561
55,11,5,30.0463,Inf,30.0463,Inf,30.0463,Inf,Inf,30.1031,Inf,30.0595,Inf,30.1005,Inf,30.0569
56,12,1,32.678,Inf,32.678,Inf,32.678,Inf,2.43973,32.7395,Inf,32.6925,Inf,32.7346,Inf,32.6875
57,12,2,32.677,Inf,32.677,Inf,32.677,Inf,Inf,32.7392,Inf,32.6912,Inf,32.7345,Inf,32.6882
58,12,3,32.677,Inf,32.677,Inf,32.677,Inf,Inf,32.7382,Inf,32.6921,Inf,32.7352,Inf,32.6878
59,12,4,32.678,Inf,32.678,Inf,32.678,Inf,Inf,32.7392,Inf,32.6921,Inf,32.7349,Inf,32.6875
60,12,5,32.6764,Inf,32.6764,Inf,32.6764,Inf,Inf,32.7379,Inf,32.6908,Inf,32.7354,Inf,32.6884
61,13,1,35.1385,Inf,35.1385,Inf,35.1385,Inf,Inf,35.2044,Inf,35.1541,Inf,35.1996,Inf,35.1493
62,13,2,35.1376,Inf,35.1376,Inf,35.1376,Inf,Inf,35.2041,Inf,35.1529,Inf,35.1996,Inf,35.15
63,13,3,35.1376,Inf,35.1376,Inf,35.1376,Inf,Inf,35.2032,Inf,35.1539,Inf,35.2003,Inf,35.1497
64,13,4,35.1385,Inf,35.1385,Inf,35.1385,Inf,Inf,35.2041,Inf,35.1538,Inf,35.1999,Inf,35.1493
65,13,5,35.137,Inf,35.137,Inf,35.137,Inf,Inf,35.2029,Inf,35.1526,Inf,35.2005,Inf,35.1502
66,14,1,39.6125,Inf,39.6125,Inf,39.6125,Inf,Inf,39.6862,Inf,39.6303,Inf,39.6817,Inf,39.6258
67,14,2,39.6117,Inf,39.6117,Inf,39.6117,Inf,Inf,39.686,Inf,39.6293,Inf,39.6817,Inf,39.6265
68,14,3,39.6117,Inf,39.6117,Inf,39.6117,Inf,Inf,39.6851,Inf,39.6301,Inf,39.6824,Inf,39.6261
69,14,4,39.6125,Inf,39.6125,Inf,39.6125,Inf,Inf,39.686,Inf,39.63,Inf,39.6821,Inf,39.6258
70,14,5,39.6112,Inf,39.6112,Inf,39.6112,Inf,Inf,39.6849,Inf,39.629,Inf,39.6827,Inf,39.6267
