index,valorFusivel,tipoCurto,I_A_Isolador,Tempo_A_Isolador,I_B_Isolador,Tempo_B_Isolador,I_C_Isolador,Tempo_C_Isolador,I_A1_Isolador,Tempo_A1_Isolador,I_B1_Isolador,Tempo_B1_Isolador,I_C1_Isolador,Tempo_C1_Isolador,I_A_Consumidor,Tempo_A_Consumidor,I_B_Consumidor,Tempo_B_Consumidor,I_C_Consumidor,Tempo_C_Consumidor
135,12,3,63.38596,0.3632389,64.68587,0.3524629,62.931,0.3672093,62.64148,0.3697933,64.40424,0.3547295,63.95652,0.3584089,63.31145,0.3638817,65.10279,0.3491726,64.54427,0.353598
136,12,4,63.38596,0.3632389,64.68587,0.3524629,62.931,0.3672093,62.64148,0.3697933,64.40424,0.3547295,63.95652,0.3584089,63.31145,0.3638817,65.10279,0.3491726,64.54427,0.353598
137,12,5,63.38596,0.3632389,64.68587,0.3524629,62.931,0.3672093,62.64148,0.3697933,64.40424,0.3547295,63.95652,0.3584089,63.31145,0.3638817,65.10279,0.3491726,64.54427,0.353598
138,12,6,63.38596,0.3632389,64.68587,0.3524629,62.931,0.3672093,62.64148,0.3697933,64.40424,0.3547295,63.95652,0.3584089,63.31145,0.3638817,65.10279,0.3491726,64.54427,0.353598
139,12,7,63.38596,0.3632389,64.68587,0.3524629,62.931,0.3672093,62.64148,0.3697933,64.40424,0.3547295,63.95652,0.3584089,63.31145,0.3638817,65.10279,0.3491726,64.54427,0.353598
140,12,8,63.38596,0.3632389,64.68587,0.3524629,62.931,0.3672093,62.64148,0.3697933,64.40424,0.3547295,63.95652,0.3584089,63.31145,0.3638817,65.10279,0.3491726,64.54427,0.353598
141,12,9,63.38596,0.3632389,64.68587,0.3524629,62.931,0.3672093,62.64148,0.3697933,64.40424,0.3547295,63.95652,0.3584089,63.31145,0.3638817,65.10279,0.3491726,64.54427,0.353598
142,12,10,63.38596,0.3632389,64.68587,0.3524629,62.931,0.3672093,62.64148,0.3697933,64.40424,0.3547295,63.95652,0.3584089,63.31145,0.3638817,65.10279,0.3491726,64.54427,0.353598
143,12,11,63.38596,0.3632389,64.68587,0.3524629,62.931,0.3672093,62.64148,0.3697933,64.40424,0.3547295,63.95652,0.3584089,63.31145,0.3638817,65.10279,0.3491726,64.54427,0.353598
144,12,12,63.38596,0.3632389,64.68587,0.3524629,62.931,0.3672093,62.64148,0.3697933,64.40424,0.3547295,63.95652,0.3584089,63.31145,0.3638817,65.10279,0.3491726,64.54427,0.353598
145,13,1,66.4855,0.5511242,67.94748,0.5266021,66.02542,0.5593957,65.68215,0.565754,67.61397,0.5319729,67.16161,0.5394636,66.3374,0.5537561,68.29382,0.521156,67.73319,0.5300385
146,13,2,66.4855,0.5511242,67.94748,0.5266021,66.02542,0.5593957,65.68215,0.565754,67.61397,0.5319729,67.16161,0.5394636,66.3374,0.5537561,68.29382,0.521156,67.73319,0.5300385
147,13,3,66.4855,0.5511242,67.94748,0.5266021,66.02542,0.5593957,65.68215,0.565754,67.61397,0.5319729,67.16161,0.5394636,66.3374,0.5537561,68.29382,0.521156,67.73319,0.5300385
148,13,4,66.4855,0.5511242,67.94748,0.5266021,66.02542,0.5593957,65.68215,0.565754,67.61397,0.5319729,67.16161,0.5394636,66.3374,0.5537561,68.29382,0.521156,67.73319,0.5300385
149,13,5,66.4855,0.5511242,67.94748,0.5266021,66.02542,0.5593957,65.68215,0.565754,67.61397,0.5319729,67.16161,0.5394636,66.3374,0.5537561,68.29382,0.521156,67.73319,0.5300385
150,13,6,66.4855,0.5511242,67.94748,0.5266021,66.02542,0.5593957,65.68215,0.565754,67.61397,0.5319729,67.16161,0.5394636,66.3374,0.5537561,68.29382,0.521156,67.73319,0.5300385
151,13,7,66.4855,0.5511242,67.94748,0.5266021,66.02542,0.5593957,65.68215,0.565754,67.61397,0.5319729,67.16161,0.5394636,66.3374,0.5537561,68.29382,0.521156,67.73319,0.5300385
152,13,8,66.4855,0.5511242,67.94748,0.5266021,66.02542,0.5593957,65.68215,0.565754,67.61397,0.5319729,67.16161,0.5394636,66.3374,0.5537561,68.29382,0.521156,67.73319,0.5300385
153,13,9,66.4855,0.5511242,67.94748,0.5266021,66.02542,0.5593957,65.68215,0.565754,67.61397,0.5319729,67.16161,0.5394636,66.3374,0.5537561,68.29382,0.521156,67.73319,0.5300385
154,13,10,66.4855,0.5511242,67.94748,0.5266021,66.02542,0.5593957,65.68215,0.565754,67.61397,0.5319729,67.16161,0.5394636,66.3374,0.5537561,68.29382,0.521156,67.73319,0.5300385
155,13,11,66.4855,0.5511242,67.94748,0.5266021,66.02542,0.5593957,65.68215,0.565754,67.61397,0.5319729,67.16161,0.5394636,66.3374,0.5537561,68.29382,0.521156,67.73319,0.5300385
156,13,12,66.4855,0.5511242,67.94748,0.5266021,66.02542,0.5593957,65.68215,0.565754,67.61397,0.5319729,67.16161,0.5394636,66.3374,0.5537561,68.29382,0.521156,67.73319,0.5300385
157,14,1,71.6376,0.8224332,73.39727,0.769265,71.18657,0.8372938,70.73827,0.8526123,72.96256,0.7817314,72.51977,0.7948664,71.36778,0.8312583,73.60972,0.7633213,73.06315,0.7788096
158,14,2,71.6376,0.8224332,73.39727,0.769265,71.18657,0.8372938,70.73827,0.8526123,72.96256,0.7817314,72.51977,0.7948664,71.36778,0.8312583,73.60972,0.7633213,73.06315,0.7788096
159,14,3,71.6376,0.8224332,73.39727,0.769265,71.18657,0.8372938,70.73827,0.8526123,72.96256,0.7817314,72.51977,0.7948664,71.36778,0.8312583,73.60972,0.7633213,73.06315,0.7788096
160,14,4,71.6376,0.8224332,73.39727,0.769265,71.18657,0.8372938,70.73827,0.8526123,72.96256,0.7817314,72.51977,0.7948664,71.36778,0.8312583,73.60972,0.7633213,73.06315,0.7788096
161,14,5,71.6376,0.8224332,73.39727,0.769265,71.18657,0.8372938,70.73827,0.8526123,72.96256,0.7817314,72.51977,0.7948664,71.36778,0.8312583,73.60972,0.7633213,73.06315,0.7788096
162,14,6,71.6376,0.8224332,73.39727,0.769265,71.18657,0.8372938,70.73827,0.8526123,72.96256,0.7817314,72.51977,0.7948664,71.36778,0.8312583,73.60972,0.7633213,73.06315,0.7788096
163,14,7,71.6376,0.8224332,73.39727,0.769265,71.18657,0.8372938,70.73827,0.8526123,72.96256,0.7817314,72.51977,0.7948664,71.36778,0.8312583,73.60972,0.7633213,73.06315,0.7788096
164,14,8,71.6376,0.8224332,73.39727,0.769265,71.18657,0.8372938,70.73827,0.8526123,72.96256,0.7817314,72.51977,0.7948664,71.36778,0.8312583,73.60972,0.7633213,73.06315,0.7788096
165,14,9,71.6376,0.8224332,73.39727,0.769265,71.18657,0.8372938,70.73827,0.8526123,72.96256,0.7817314,72.51977,0.7948664,71.36778,0.8312583,73.60972,0.7633213,73.06315,0.7788096
166,14,10,71.6376,0.8224332,73.39727,0.769265,71.18657,0.8372938,70.73827,0.8526123,72.96256,0.7817314,72.51977,0.7948664,71.36778,0.8312583,73.60972,0.7633213,73.06315,0.7788096
167,14,11,71.6376,0.8224332,73.39727,0.769265,71.18657,0.8372938,70.73827,0.8526123,72.96256,0.7817314,72.51977,0.7948664,71.36778,0.8312583,73.60972,0.7633213,73.06315,0.7788096
168,14,12,71.6376,0.8224332,73.39727,0.769265,71.18657,0.8372938,70.73827,0.8526123,72.96256,0.7817314,72.51977,0.7948664,71.36778,0.8312583,73.60972,0.7633213,73.06315,0.7788096
