index,valorFusivel,tipoCurto,I_A_Isolador,Tempo_A_Isolador,Tempo_Abertura_A_Isolador,I_B_Isolador,Tempo_B_Isolador,Tempo_Abertura_B_Isolador,I_C_Isolador,Tempo_C_Isolador,Tempo_Abertura_C_Isolador,I_A1_Isolador,Tempo_A1_Isolador,Tempo_Abertura_A1_Isolador,I_B1_Isolador,Tempo_B1_Isolador,Tempo_Abertura_B1_Isolador,I_A_Consumidor,Tempo_A_Consumidor,Tempo_Abertura_A_Consumidor,I_B_Consumidor,Tempo_B_Consumidor,Tempo_Abertura_B_Consumidor
11,3,1,26.8306,0.435684,1.074,27.3314,0.418115,1.073,26.7373,0.439079,1.074,26.6809,0.441148,1.076,27.1974,0.422713,1.074,0,Inf,Inf,0,Inf,Inf
12,3,2,12.2892,2.63416,1.078,14.7776,1.69582,1.075,26.975,0.430508,1.074,22.6286,0.637845,1.074,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
13,3,3,14.8241,1.68334,1.074,27.0952,0.426268,1.073,12.3263,2.61495,1.074,0,Inf,Inf,24.1907,0.549077,1.073,0,Inf,Inf,0,Inf,Inf
14,3,4,26.8306,0.435684,1.074,12.2234,2.6687,1.075,14.7304,1.70864,1.076,24.0036,0.558711,1.075,22.5232,0.644582,1.074,0,Inf,Inf,0,Inf,Inf
15,3,5,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
16,4,1,32.0732,0.863246,1.075,32.7226,0.827799,1.074,31.8929,0.873477,1.075,31.8513,0.87586,1.077,32.5236,0.838433,1.074,0,Inf,Inf,0,Inf,Inf
17,4,2,13.9259,5.00139,1.08,18.6504,2.66706,1.079,32.2227,0.85489,1.075,26.6842,1.26579,1.078,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
18,4,3,18.5668,2.69241,1.075,32.3961,0.845347,1.074,13.9905,4.95037,1.075,0,Inf,Inf,29.4026,1.03482,1.074,0,Inf,Inf,0,Inf,Inf
19,4,4,32.0731,0.863247,1.075,13.8754,5.04186,1.076,18.442,2.73091,1.077,29.1184,1.05594,1.075,26.4749,1.28663,1.075,0,Inf,Inf,0,Inf,Inf
20,4,5,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
21,5,1,36.7695,0.647869,1.075,37.6377,0.616689,1.073,36.6543,0.652173,1.073,36.439,0.660334,1.076,37.3599,0.626429,1.074,0,Inf,Inf,0,Inf,Inf
22,5,2,15.5271,3.94118,1.079,22.0127,1.88659,1.074,37.0767,0.636583,1.073,30.1879,0.979564,1.074,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
23,5,3,21.9958,1.88961,1.074,37.2194,0.631438,1.073,15.6509,3.87411,1.074,0,Inf,Inf,34.1187,0.75839,1.073,0,Inf,Inf,0,Inf,Inf
24,5,4,36.7694,0.647873,1.075,15.4623,3.97703,1.075,21.7967,1.92565,1.076,33.7281,0.776937,1.075,29.9957,0.992683,1.074,0,Inf,Inf,0,Inf,Inf
25,5,5,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
26,6,1,39.5822,0.554227,1.074,40.6692,0.523192,1.073,39.5403,0.555475,1.073,39.2795,0.56334,1.076,40.2782,0.534062,1.073,0,Inf,Inf,0,Inf,Inf
27,6,2,17.0048,3.24276,1.079,23.4705,1.65153,1.074,40.0281,0.541186,1.073,32.7458,0.826569,1.074,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
28,6,3,23.4517,1.65427,1.074,40.186,0.536673,1.073,17.1384,3.18923,1.074,0,Inf,Inf,36.6748,0.651406,1.073,0,Inf,Inf,0,Inf,Inf
29,6,4,39.5823,0.554225,1.074,16.9085,3.28226,1.075,23.2117,1.68993,1.076,36.21,0.669173,1.075,32.4971,0.839861,1.074,0,Inf,Inf,0,Inf,Inf
30,6,5,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
31,7,1,51.4947,0.296321,1.074,53.3689,0.272277,1.073,51.5629,0.295393,1.073,51.0421,0.302592,1.076,52.6675,0.280929,1.073,0,Inf,Inf,0,Inf,Inf
32,7,2,21.9725,2.43471,1.079,31.4335,0.980754,1.074,52.3379,0.285134,1.073,42.5575,0.467443,1.074,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
33,7,3,31.3155,0.989955,1.074,52.5989,0.281797,1.073,22.2598,2.35379,1.074,0,Inf,Inf,48.2965,0.345128,1.073,0,Inf,Inf,0,Inf,Inf
34,7,4,51.4947,0.296321,1.074,21.8362,2.47451,1.075,30.8533,1.02724,1.076,47.41,0.36073,1.075,42.0666,0.480713,1.074,0,Inf,Inf,0,Inf,Inf
35,7,5,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
36,8,1,60.3741,0.194289,1.075,62.8533,0.177422,1.074,60.4884,0.193458,1.075,59.7915,0.19861,1.077,61.9498,0.183299,1.074,0,Inf,Inf,0,Inf,Inf
37,8,2,25.8974,1.70198,1.08,37.4958,0.611124,1.079,61.4965,0.18636,1.075,50.2602,0.296933,1.078,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
38,8,3,37.0421,0.630638,1.075,61.8528,0.183948,1.074,26.3395,1.61829,1.075,0,Inf,Inf,56.8824,0.222566,1.074,0,Inf,Inf,0,Inf,Inf
39,8,4,60.3743,0.194287,1.075,25.7388,1.73357,1.076,36.3875,0.660506,1.077,55.6203,0.234362,1.076,49.3098,0.310674,1.075,0,Inf,Inf,0,Inf,Inf
40,8,5,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
41,9,1,63.9273,0.170805,1.075,66.7365,0.155187,1.074,64.1385,0.169549,1.074,63.3125,0.174546,1.077,65.6897,0.16074,1.074,0,Inf,Inf,0,Inf,Inf
42,9,2,27.5991,1.41089,1.079,39.7744,0.525725,1.075,65.237,0.163236,1.074,53.312,0.258566,1.078,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
43,9,3,39.4417,0.53702,1.075,65.6405,0.161008,1.074,28.0739,1.34294,1.075,0,Inf,Inf,60.4049,0.194065,1.074,0,Inf,Inf,0,Inf,Inf
44,9,4,63.9273,0.170805,1.075,27.3717,1.44527,1.076,38.6828,0.564205,1.077,58.9386,0.205207,1.076,52.2157,0.271426,1.075,0,Inf,Inf,0,Inf,Inf
45,9,5,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
46,10,1,72.2207,0.137537,1.075,75.9786,0.126715,1.073,72.786,0.135855,1.074,71.527,0.139626,1.076,74.4524,0.13101,1.074,0,Inf,Inf,0,Inf,Inf
47,10,2,31.6518,0.424791,1.079,45.8165,0.247748,1.075,74.0901,0.13205,1.074,60.4614,0.177321,1.077,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
48,10,3,45.2671,0.251312,1.075,74.6616,0.130414,1.073,32.4259,0.405657,1.074,0,Inf,Inf,68.7584,0.148264,1.074,0,Inf,Inf,0,Inf,Inf
49,10,4,72.2207,0.137537,1.075,31.4341,0.430601,1.075,44.2354,0.258326,1.077,66.7234,0.154929,1.075,59.0242,0.182917,1.075,0,Inf,Inf,0,Inf,Inf
50,10,5,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
51,11,1,79.6417,0.266612,1.076,84.0776,0.248886,1.075,81.0684,0.260666,1.079,78.9403,0.269631,1.078,82.2844,0.255789,1.075,0,Inf,Inf,0,Inf,Inf
52,11,2,35.6181,1.63605,1.082,51.8711,0.516345,1.081,82.5302,0.254823,1.079,66.9971,0.335127,1.079,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
53,11,3,50.7464,0.540838,1.077,82.5947,0.25457,1.075,36.7531,1.43275,1.083,0,Inf,Inf,76.3241,0.281512,1.075,0,Inf,Inf,0,Inf,Inf
54,11,4,79.6418,0.266612,1.076,35.3551,1.6902,1.078,49.4317,0.573182,1.079,73.7452,0.294335,1.077,65.1556,0.348761,1.076,0,Inf,Inf,0,Inf,Inf
55,11,5,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
56,12,1,82.3855,0.25539,1.076,87.3423,0.237102,1.074,84.0855,0.248857,1.078,81.7963,0.257726,1.077,85.202,0.244721,1.075,0,Inf,Inf,0,Inf,Inf
57,12,2,37.269,1.35422,1.081,54.3474,0.470683,1.08,85.5977,0.243282,1.078,69.4445,0.318875,1.079,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
58,12,3,53.0328,0.493648,1.076,85.8023,0.242544,1.074,38.6306,1.17956,1.082,0,Inf,Inf,79.2215,0.268413,1.075,0,Inf,Inf,0,Inf,Inf
59,12,4,82.3856,0.25539,1.076,37.0821,1.38179,1.077,51.6468,0.521019,1.078,76.496,0.280699,1.076,67.4647,0.331869,1.076,0,Inf,Inf,0,Inf,Inf
60,12,5,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
61,13,1,84.682,0.358694,1.076,89.7865,0.329211,1.075,86.539,0.347286,1.079,84.0238,0.362953,1.078,87.6461,0.340873,1.075,0,Inf,Inf,0,Inf,Inf
62,13,2,38.8152,4.01695,1.088,56.3521,0.831706,1.081,88.075,0.338462,1.079,71.5125,0.476179,1.079,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
63,13,3,54.9149,0.897989,1.077,88.21,0.337711,1.075,40.22,3.28197,1.083,0,Inf,Inf,81.6771,0.379162,1.075,0,Inf,Inf,0,Inf,Inf
64,13,4,84.682,0.358695,1.076,38.7115,4.08064,1.084,53.4214,0.978788,1.079,78.6366,0.402953,1.077,69.2938,0.50614,1.077,0,Inf,Inf,0,Inf,Inf
65,13,5,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
66,14,1,88.1512,0.506214,1.077,93.9165,0.450429,1.075,90.3599,0.482975,1.08,87.532,0.513214,1.079,91.3304,0.473544,1.076,0,Inf,Inf,0,Inf,Inf
67,14,2,0,Inf,Inf,59.8274,1.50897,1.082,91.9214,0.468012,1.08,74.6809,0.734756,1.08,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
68,14,3,58.4063,1.66448,1.083,92.2923,0.464619,1.075,0,Inf,Inf,0,Inf,Inf,85.4776,0.538173,1.076,0,Inf,Inf,0,Inf,Inf
69,14,4,88.1512,0.506214,1.077,0,Inf,Inf,56.8173,1.87338,1.084,82.063,0.586598,1.078,72.4335,0.79748,1.077,0,Inf,Inf,0,Inf,Inf
70,14,5,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
