index,valorFusivel,tipoCurto,I_A_Isolador,Tempo_A_Isolador,I_B_Isolador,Tempo_B_Isolador,I_C_Isolador,Tempo_C_Isolador,I_A_Consumidor,Tempo_A_Consumidor,I_B_Consumidor,Tempo_B_Consumidor
54,11,4,Inf,19.7021,Inf,19.7021,Inf,19.7021,Inf,19.6937,Inf,19.7229
55,11,5,Inf,19.567,Inf,19.567,Inf,19.567,Inf,19.5013,Inf,19.623
56,12,1,Inf,21.7145,Inf,21.7145,Inf,21.7145,Inf,21.761,Inf,21.7157
57,12,2,Inf,22.0263,Inf,22.0263,Inf,22.0263,Inf,22.0161,Inf,21.8388
58,12,3,Inf,21.6575,Inf,21.6575,Inf,21.6575,Inf,21.714,Inf,21.6846
59,12,4,Inf,21.963,Inf,21.963,Inf,21.963,Inf,21.9572,Inf,21.8788
60,12,5,Inf,21.6448,Inf,21.6448,Inf,21.6448,Inf,21.772,Inf,21.6169
61,13,1,Inf,23.7957,Inf,23.7957,Inf,23.7957,Inf,23.8265,Inf,23.7205
62,13,2,Inf,23.8418,Inf,23.8418,Inf,23.8418,Inf,12.2614,Inf,23.8782
63,13,3,Inf,23.9828,Inf,23.9828,Inf,23.9828,Inf,23.8377,Inf,23.9389
64,13,4,Inf,23.7156,Inf,23.7156,Inf,23.7156,Inf,23.6882,Inf,23.7166
65,13,5,Inf,23.8113,Inf,23.8113,Inf,23.8113,Inf,23.6162,Inf,23.9171
66,14,1,Inf,27.0797,Inf,27.0797,Inf,27.0797,Inf,27.1106,Inf,27.1661
67,14,2,Inf,27.0279,Inf,27.0279,Inf,27.0279,Inf,27.0745,Inf,27.016
68,14,3,Inf,27.268,Inf,27.268,Inf,27.268,Inf,27.355,Inf,27.2584
69,14,4,Inf,27.1716,Inf,27.1716,Inf,27.1716,Inf,27.3656,Inf,27.0697
70,14,5,Inf,27.1229,Inf,27.1229,Inf,27.1229,Inf,27.2354,Inf,27.134
